,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
1889,3942746345_5,4,4,4,4,4,4,1152,how did the person gave the cat the food,CH,with tongs,put into bowl,combs the cat,with straw,hold food in hand,True,False,True,True,True,True,True
1894,6691315951_4,4,4,4,4,4,4,1107,what animal is shown on the red birdhouse,DO,tiger,penguins,horse,bats,birds,True,False,True,True,True,True,True
1918,3425596660_4,4,4,4,4,4,4,1422,why did the bald man show his phone to the audience,CW,he was angry,gesture while talking,posing for a photo,acting,show who he is calling,True,False,True,True,True,True,True
1922,11278971046_4,0,0,0,0,0,0,408,how did the children remember what to say in this role play,CH,refer to their cards,touch the toy with fingers,move it around,by copying the man,look at screen,True,False,True,True,True,True,True
1924,5471923610_10,1,1,1,1,1,1,1061,what changes on the main screen after the first question is shown and answered,TN,dance,number disappears,playing on the swing,two people went out,crying,True,False,True,True,True,True,True
1925,7174056178_3,0,0,0,0,0,0,901,why is the girl in blue sitting on the couch,CW,playing game on phone,imitate funny face,check where girl in pink is,to change music,dancing,True,False,True,True,True,True,True
1938,2758300055_4,1,1,1,1,1,1,1473,why is the baby in light blue lying down his back on the lady s arms,CW,changing diaper,resting,admiring her necklace,listening to radio,star gazing,True,False,True,True,True,True,True
1941,11155395153_7,0,0,0,0,0,0,346,how did the baby react to be tickled initially,TC,laughing,jump up and down,move around,swing arms,pushups,True,False,True,True,True,True,True
1944,4834895241_2,0,0,0,0,0,0,489,how did the people driving the cart protect their head from injury,DO,wear helmet,wear safety boots,holds the wheel,keep a distance,car turn slowly,True,False,True,True,True,True,True
1953,4097448142_5,4,4,4,4,4,4,2158,how does the child manage to move back and forth,CH,cycling,swimming,skating,man carry by legs,swinging,True,False,True,True,True,True,True
1961,6974250690_9,0,0,0,0,0,0,1085,how does the baby show that he is happy,CH,smiles,waves hands,sings,pose with a hand gesture,dances,True,False,True,True,True,True,True
1976,2657975235_1,0,0,0,0,0,0,350,why did the blue shirt man nod,CW,acknowledging,morning stretch,feeling uncomfortable,sitting on a car,moving with the beat of the music,True,False,True,True,True,True,True
1998,3889087646_0,4,4,4,4,4,4,744,what is the man doing as he look at the cake in the beginning of the video,TC,waving at the camera,smoking,walked forward towards the man,photos taken,rubbing his hands,True,False,True,True,True,True,True
1999,4081746317_0,4,4,4,4,4,4,570,why is the man wearing slippers sitting at the top of the rock at the start of the video,CW,take photo from angle,sunbathing,preparing for a performance,to pose for the camera,waiting to jump in water,True,False,True,True,True,True,True
2013,5890296039_6,0,0,0,0,0,0,2697,what does the person at bottom right do after raising his camera up for a while at the start,TN,lowers camera,passes camera to someone else,crawl forward,talk to friends,stand on slope,True,False,True,True,True,True,True
2038,5646554288_7,0,0,0,0,0,0,542,where is this video taken,DL,field,construction site,roadside,forest,outdoor,True,False,True,True,True,True,True
2044,7916860778_9,0,0,0,0,0,0,418,what does the white hair man do after picking the girl up,TN,bring girl closer to the tree,follow her instructions to sit,close the door,walked away,blow candle,True,False,True,True,True,True,True
2063,10905462446_4,4,4,4,4,4,4,370,how did the man in number 24 jersey make sure that his helmet is in place before walking with the team,CH,raise his hand,wave hand,point to his right,point it out,adjust and fix in place,True,False,True,True,True,True,True
2066,2679006680_5,1,1,1,1,1,1,827,why does the girl walk away when she is carrying the toy at the end,CW,walk to the tent,want to play somewhere else,pick up cups,get to the kitchen,play with boy in black,True,False,True,True,True,True,True
2089,6699885319_6,1,1,1,1,1,1,361,why did the man get off the skateboard at the end of the video,CW,to take his glove,walk off,to go up stairs,pick up water bag,to throw a ball,True,False,True,True,True,True,True
2094,6321842912_0,4,4,4,4,4,4,312,how does the lady prevent the child from falling off her lap,CH,put baby onto seat,safety belt,wear a baby leash,spread her hands out,hold child tightly,True,False,True,True,True,True,True
2102,6974250690_8,4,4,4,4,4,4,1085,how does the lady feel while playing,TC,restless,anxiety,tired,worried,happy,True,False,True,True,True,True,True
2103,9402994355_6,0,0,0,0,0,0,631,what did the baby do after he pulled the toy towards him at the beginning of the video,TN,bites the toy,catch baby,fall,stood up,pose,True,False,True,True,True,True,True
2125,3512311005_0,0,0,0,0,0,0,2697,why did the lady sway her body,CW,to rhythm of music,speaking in different direction,large crowd,direct attention,helps with the running,True,False,True,True,True,True,True
2128,9132487788_1,4,4,4,4,4,4,1821,why are the two men moving their bodies while hitting the objects together,CW,photos taken,dancing with the baby,to play,engrossed in dance,moving with rhythm,True,False,True,True,True,True,True
2145,7527437500_8,0,0,0,0,0,0,368,how does the boy react as the girl prepares to throw at the end,TC,look at her,cry,take photo of girl,turns around,run to pick up the ball,True,False,True,True,True,True,True
2148,6243919243_4,4,4,4,4,4,4,630,how does the motocyclist know when to move or stop while riding on the road,TC,watch other cars,listen to the radio,go by gut instinct,wait for an officer to stop him,watch traffic light,True,False,True,True,True,True,True
2169,5918453123_1,0,0,0,0,0,0,1461,why is the boy in black jacket moving his hands in the middle of the video,CW,gesturing,catching flies,let go of the rocks,playing toys,to cover the cup,True,False,True,True,True,True,True
2175,4976487220_3,0,0,0,0,0,0,2643,why are all the people looking at the blonde woman,CW,listening,interested in her handbag,showing a magic trick,she carries baby,looking at her dance,True,False,True,True,True,True,True
2199,5866947362_4,0,0,0,0,0,0,1536,how does the girl signal the man in brown to flip the page at the start,CH,points to the page,hit the man,hit the sofa,touch her head,cry,True,False,True,True,True,True,True
2203,3336623732_1,1,1,1,1,1,1,1278,what sort of pose does the boy do to the camera,DO,siblings,showing his muscles,friends,classmates,offspring,True,False,True,True,True,True,True
2216,10747331063_0,0,0,0,0,0,0,667,why does the boy walk forward after he throws the ball,CW,to step forward,try to stop him,kick away the mud,ball missed the net,to see who is open,True,False,True,True,True,True,True
2234,12299711406_3,0,0,0,0,0,0,938,how does the kid manage to take his hand out of the bottle in the middle,CH,pull bottle opposite direction of hand,climb up stairs,close in her arms,flip bag upside down,put cup to baby s mouth,True,False,True,True,True,True,True
2248,2416632400_1,4,4,4,4,4,4,988,why did the person in black suit bow as the train was approaching,CW,posing for camera,avoiding the cars passing by,tie shoelaces,prevent his head from bumping,greeting,True,False,True,True,True,True,True
2279,6936757706_14,0,0,0,0,0,0,600,why did the lady hold a spoon at the beginning of the video,CW,feed girl,put cake to eat,spreading jam,singing a birthday song,wants to eat,True,False,True,True,True,True,True
2307,8617546237_1,1,1,1,1,1,1,679,why did the girl suddenly move out of her seat and kneel down at the end of the video,CW,fell down,to pose,man pull her hair backwards,boy pushed her,lost balance,True,False,True,True,True,True,True
2319,5579224246_4,0,0,0,0,0,0,2697,why did the kid look into the jar,CW,locate the chocolate,the jar light up,the jar break,saw ants,the knife drop inside the jar,True,False,True,True,True,True,True
2373,10467727335_9,0,0,0,0,0,0,1360,what did the girl do after she stood up to get her toy in the middle of the video,TN,sit on man and play toy,look around,point,pass girl something,attract the dog,True,False,True,True,True,True,True
2376,6042037966_4,0,0,0,0,0,0,1006,why does the woman keep moving her body,CW,feeling the music,exercising,attract attention,pose for camera,restless,True,False,True,True,True,True,True
2382,4171080632_0,4,4,4,4,4,4,2127,why is the boy in white holding a microphone,CW,taking photos,push the puck,listen to music,taking video,speaking,True,False,True,True,True,True,True
2383,3148410643_8,0,0,0,0,0,0,552,what did the baby do after he took the blue container away from the running water at the end of the video,TN,look at the container,throw it at dog,put balls on the ground,switch on back,talk to cameraman,True,False,True,True,True,True,True
2389,2935869403_0,0,0,0,0,0,0,687,how did the lady with pink shirt brought her belongings with her as she walked on the pathway,CH,bag,plastics,carrier,held on hands,baby stroller,True,False,True,True,True,True,True
2400,3093095651_8,0,0,0,0,0,0,641,what is the man in white doing in the room,TC,standing around,fencing,smile and pose,dance,drinking,True,False,True,True,True,True,True
2407,2889738670_5,1,1,1,1,1,1,327,how does the baby react to the first kiss,TC,bites it,smiling,hand over the food,cry,hold boy s hand,True,False,True,True,True,True,True
2421,4135845237_3,0,0,0,0,0,0,1389,why does the child walk faster after the person in black walks in front of the child,CW,to keep up with pace,playing with dog,play with ball,toy got stuck,passed something,True,False,True,True,True,True,True
2455,6090059986_11,1,1,1,1,1,1,607,where did both the dogs run after the middle of the video,TN,snow area,in the room,grassland,forest,road,True,False,True,True,True,True,True
2464,3377611214_6,1,1,1,1,1,1,1107,where is the video taken,DL,mountain area,house,mountain,along the streets,road,True,False,True,True,True,True,True
2465,3416303524_3,0,0,0,0,0,0,870,why are some ducks sitting while the rest are walking,CW,resting,waiting to be fed,moves with the body,curious,near the lake,True,False,True,True,True,True,True
2472,4642870129_4,1,1,1,1,1,1,356,where is this video taken,DL,sea,outdoorroadside,snow mountain,beach,stage,True,False,True,True,True,True,True
2483,7706765754_6,4,4,4,4,4,4,480,why is there a boy in red and white shirt by the pool,CW,capture the fish,playing with dog,try to stand,diving stance,watching and waiting,True,False,True,True,True,True,True
2484,3425409935_11,0,0,0,0,0,0,2594,how many people are involved in the video,DC,two,three,four,five,one,True,False,True,True,True,True,True
2500,3261112327_5,0,0,0,0,0,0,962,what does the chicken on the left do after staying at one position for a while at the start of the video,TN,move,fly away,look away,float,fly off,True,False,True,True,True,True,True
2512,3702630327_8,0,0,0,0,0,0,347,how did the man get out of the boat,CH,climb,use paddle,fishing rod,diving in,with the stick,True,False,True,True,True,True,True
2518,3453301125_6,1,1,1,1,1,1,628,what does the girl do after riding the paddles for a while at the start of the video,TN,hug lady,stops riding,touch ball,talks and smiles,step on the books and dance,True,False,True,True,True,True,True
2543,5542785759_10,0,0,0,0,0,0,645,how is the lady in white supervising the photoshoot,CH,standing at the back,blow kisses,wave their hands,wear glasses,wear headscarf,True,False,True,True,True,True,True
2553,9231896269_4,4,4,4,4,4,4,434,what does the man do after showing the baby to the camera near the end,TN,relax his fingers,lean forward,walk away,waving his hands,bounce baby up and down,True,False,True,True,True,True,True
2570,4463062358_4,0,0,0,0,0,0,526,how did the baby looked when the man was playing with him,CH,happy,sad,upset,angry,disappointed,True,False,True,True,True,True,True
2573,4167294363_7,4,4,4,4,4,4,1901,how is the boy interacting with the rocking horse,CH,tug the rope,rock vigorously,rock slowly,take a picture with it,jumping on it,True,False,True,True,True,True,True
2579,6419015349_3,0,0,0,0,0,0,599,where is the video taken,DL,house,studio,lab,lawn,grass patch,True,False,True,True,True,True,True
2586,6236724261_1,0,0,0,0,0,0,1283,how did the women in black react when the women in white looked at her at the end of the video,TC,laugh,cover the camera,make funny faces,walk backwards,point at something,True,False,True,True,True,True,True
2592,9203522308_10,0,0,0,0,0,0,1039,how do the people feel hanging out with one another,TC,happy,sad,worried,nervous,angry,True,False,True,True,True,True,True
2596,2402178262_11,0,0,0,0,0,0,1285,what is the relationship between the two men,DO,friends,colleagues,team member,trainer trainee,team members,True,False,True,True,True,True,True
2635,5972972222_7,0,0,0,0,0,0,2697,how many people are involved in the video,DC,two,one,four,six,three,True,False,True,True,True,True,True
2641,3057454440_3,0,0,0,0,0,0,651,what does the lady in grey sitting on the floor do after showing the boy a golden gift,TN,unwrap the gift,put drill down slowly,get back up,look to baby,gets up,True,False,True,True,True,True,True
2656,5441902119_2,4,4,4,4,4,4,823,how many boys are in the video,DC,four,ten,eight,six,two,True,False,True,True,True,True,True
2668,5873037185_2,0,0,0,0,0,0,343,why does the dog walk toward the lady after the lady reaches her hand toward it,CW,let lady hug it,to catch the ball,guiding the girl,to catch the food,want to play somewhere else,True,False,True,True,True,True,True
2674,4039610385_6,0,0,0,0,0,0,981,how many people are in the video,DC,three,eleven,nine,five,eight,True,False,True,True,True,True,True
2698,3769795457_9,0,0,0,0,0,0,1905,why did the boy in blue bend down at the beginning of the video,CW,pick up cloth,catch the ball,talking,hold it in a different way,pick up ball,True,False,True,True,True,True,True
2714,10734790773_4,0,0,0,0,0,0,1126,why did the red and blue toddler turn to each other in the middle of eating their meals,CW,look at each other,find boy funny,the girl is dozing off,playing,let the baby imitate,True,False,True,True,True,True,True
2721,5093765132_2,0,0,0,0,0,0,930,how did the boy moved to the centre of the room,CH,walk,with a pram,jogging,push the baby walker,cycle,True,False,True,True,True,True,True
2759,5264359909_6,0,0,0,0,0,0,1950,what did the man with mallet do after explaining,TN,put mallet on brick,pose for photo,pass mallet to audience,change to bigger mallet,let audience touch brick,True,False,True,True,True,True,True
2771,4693242968_3,4,4,4,4,4,4,803,what was the bird doing as it perches on the cable,TC,eat worms,mate with other bird,performance,start walking around,look around,True,False,True,True,True,True,True
2773,8696216243_4,1,1,1,1,1,1,890,why does the boy in black move the drums in between the red toy and the baby in purple,CW,tidying the place,let the red toy hit,they were playing,try to take it away,cleaning the drums,True,False,True,True,True,True,True
2774,5750350083_3,4,4,4,4,4,4,609,what does the person in brown do as the children plays,TC,push the toy,put the toy on the mouth,watch cartoon,touch toys,look after the children,True,False,True,True,True,True,True
2803,4880611877_7,0,0,0,0,0,0,2697,where is this,DL,home,horse enclosure,forest,park,farm,True,False,True,True,True,True,True
2819,6279934011_5,4,4,4,4,4,4,1817,what is the relationship between the girl and man holding the deer sticker,DO,classmates,friends,strangers,band mates,parent offspring,True,False,True,True,True,True,True
2827,2935869403_7,4,4,4,4,4,4,687,where was this video taken,DL,dancing hall,mountain top,speech event,train,road,True,False,True,True,True,True,True
2829,2792202513_8,0,0,0,0,0,0,401,how do the man and woman help the girl in red play the game,CH,hold her hands,pull her legs,carried on back,swing her,pushes her,True,False,True,True,True,True,True
2831,4967866673_5,0,0,0,0,0,0,1044,why does the man remove one of his hands from the handler in the middle,CW,adjust his grip,to take something,to help girl,pass bag to lady,to hold hands,True,False,True,True,True,True,True
2848,3459862895_9,0,0,0,0,0,0,1863,how many people are there,DC,three,seven,eleven,six,four,True,False,True,True,True,True,True
2855,12764453004_9,4,4,4,4,4,4,676,what was the lady looking at when the child stop,TC,look to her side,the dog,close her eyes,the sky,the child,True,False,True,True,True,True,True
2863,5602364659_9,0,0,0,0,0,0,1803,how did the baby feel while riding,TC,happy,shocked,confused,sad,crying,True,False,True,True,True,True,True
2876,2777021212_9,1,1,1,1,1,1,748,how many people are present,DC,eleven,three,seven,four,five,True,False,True,True,True,True,True
2879,9711707112_3,0,0,0,0,0,0,549,how many people were filmed,DC,two,four,seven,five,six,True,False,True,True,True,True,True
2895,11558755515_10,0,0,0,0,0,0,769,how many dogs are there,DC,two,nine,one,four,three,True,False,True,True,True,True,True
2904,8316861265_1,0,0,0,0,0,0,1863,why is the girl moving about,CW,dancing,playing with baby,playing with ball,running,putting up balloons,True,False,True,True,True,True,True
2908,6016853978_2,4,4,4,4,4,4,351,how does the old man react after the girl makes the funny face back at the camera,TN,hugs her,wanted a better photograph,starts speaking,slap her forehead,smiles,True,False,True,True,True,True,True
2918,4321131597_2,4,4,4,4,4,4,2158,how did the man with tie feel about the cake,TC,afraid,upset,engaged,sleepy,happy,True,False,True,True,True,True,True
2936,3711711787_10,0,0,0,0,0,0,1001,how many people were on the platform helping the man in grey,DC,two,nine,three,six,one,True,False,True,True,True,True,True
2939,2669597217_9,1,1,1,1,1,1,349,where is this happening,DL,play an,boat,wooded areas,hospital,outdoors,True,False,True,True,True,True,True
2954,6895329002_4,0,0,0,0,0,0,718,how did the man control the dog,CH,pull the leash,push the dog,hit the dog,carry dog in his arms,put dog in a stroller,True,False,True,True,True,True,True
2968,7303386938_6,0,0,0,0,0,0,2616,how did the person signal to the baby to pass the bottle to him at the start,CH,held out his hand,snap his fingers,throwing a stick,throwing a ball,lured with food,True,False,True,True,True,True,True
2970,5353486947_8,0,0,0,0,0,0,464,where is this happening,DL,living room,stage,bowling alley,in the middle of the sea,hiking,True,False,True,True,True,True,True
2974,8759410624_6,4,4,4,4,4,4,450,how does the lady show her happiness after blowing the candles,CH,raise hands up high,shelter umbrella over her,on the table,girl blow,clap,True,False,True,True,True,True,True
2976,5799371453_3,4,4,4,4,4,4,1046,why did the brown cat suddenly stares to a distance after walking for some time on the wheel,TN,express its happiness,lick the ears,another cat approaching,wanted to jump down,distracted by something,True,False,True,True,True,True,True
2995,5873037185_6,0,0,0,0,0,0,343,what does the dog do after the lady in front reach out her hand in the middle,TN,climb onto lady,turn away,catch the ball,no reaction,run to the food,True,False,True,True,True,True,True
3004,2481132749_0,1,1,1,1,1,1,671,what is the possible relationship between the two men,DO,teacher student,friends,performers,band mates,parent offspring,True,False,True,True,True,True,True
3013,8906111356_8,1,1,1,1,1,1,1061,what did the smaller owl do after the bigger owl looked at something in the middle of the video,TN,changes the camera focus,look in same direction,looks back at the man speaking,toys,walk past,True,False,True,True,True,True,True
3057,6176571322_6,1,1,1,1,1,1,384,what does the girl in pink do after bowing,TN,hug puppet and smile,walks away,sit down,make more bubbles,stand up,True,False,True,True,True,True,True
3059,2776910060_5,1,1,1,1,1,1,1241,what is the relationship between baby and man in black,DO,producer and cast,parent offspring,teacher student,controller,cup,True,False,True,True,True,True,True
3063,3065858527_6,4,4,4,4,4,4,1476,how did the white dog react when the black dog bites it in the middle of the video,TC,sniffing the ground,follow the man s gesture,wag,chases after man,bites back,True,False,True,True,True,True,True
3070,3035546739_4,4,4,4,4,4,4,677,how many cyclists are there in the video,DC,four,eleven,five,one,two,True,False,True,True,True,True,True
3083,11169386614_5,0,0,0,0,0,0,735,why did the man beside the white dog carry the dog to go through the obstacle after checking the position,CW,guide the direction,play with baby,to sniff the dog,playing,caress the dog,True,False,True,True,True,True,True
3112,8109777832_10,1,1,1,1,1,1,2492,what does the woman in pink do after the girl hugs her tightly at the end,TN,pat the boy s head,hugs her back,twirl strings,kiss baby,move hands into water,True,False,True,True,True,True,True
3119,4672625782_2,4,4,4,4,4,4,1635,what does the man in white do as the boat approaches,TC,pass paper to woman,jump,waves at the boat,shout to the driver,pull boat closer,True,False,True,True,True,True,True
3134,2962278896_6,4,4,4,4,4,4,2454,what did the man do after the foam landed on the baby s face the second time,TN,hold lady s hands,put toilet roll at his mouth,swim and watch boy paddling,grab some sand,wipe foam off,True,False,True,True,True,True,True
3150,4070768447_5,1,1,1,1,1,1,719,where is this place,DL,waterfall,home,stage,golf course,bus terminal,True,False,True,True,True,True,True
3161,10173643695_7,4,4,4,4,4,4,300,what was the boy in red and blue doing right before he let go off the pole,TP,hug dog,slide down,hold the shirtless boy pants,get up,holding on to hanging pole,True,False,True,True,True,True,True
3177,3735590728_0,0,0,0,0,0,0,506,why is the kid lying on lady s lap,CW,comfortable,as the lady wants to keep her close,playing with toy,carried by man,talking to kids,True,False,True,True,True,True,True
3178,5564473671_4,0,0,0,0,0,0,1346,what does the man in the background do after he bends down,TN,raise his arm,yawn,continue typing,smoke,play with toy,True,False,True,True,True,True,True
3183,4825019426_9,4,4,4,4,4,4,1173,why does the kids smiles continuously in the video,CW,playing with dog,posing,performing,find baby cute,they are enjoying,True,False,True,True,True,True,True
3184,2851079460_6,0,0,0,0,0,0,795,what could be the relationship between the two people,DO,siblings,classmates,parent offspring,team member,train trainee,True,False,True,True,True,True,True
3218,3329878386_3,1,1,1,1,1,1,722,what does the cat do after smelling at the person in green for a while in the middle,TN,pet cat more,look around,bite black cat s body,leave the bed,examine the bag,True,False,True,True,True,True,True
3224,11367655303_6,4,4,4,4,4,4,452,how did the dog pick up the yellow ball on the grass,CH,bounce up and down,move backwards,roll around leaves,lick them,with his mouth,True,False,True,True,True,True,True
3233,4693467772_7,0,0,0,0,0,0,724,why are the two ladies looking at each other,CW,talking to each other,help each other wear clothes,want to fight each other,help check each other s hair,moving the joystick,True,False,True,True,True,True,True
3234,6819760548_7,4,4,4,4,4,4,1009,what does the lady carrying the black bag do after the driver opens the door,TN,get drinks and food,throw ball,help to move the car,clap hands,gets into car,True,False,True,True,True,True,True
3238,12298809926_11,0,0,0,0,0,0,623,how does the man position himself before hitting,TP,beside the ball,cycling,take out the paper,guitar controller,bowls again,True,False,True,True,True,True,True
3263,6181099606_8,0,0,0,0,0,0,782,how do the woman and the baby feel while being together,TC,happy,surprised,sad,confused,distracted,True,False,True,True,True,True,True
3273,8316861265_4,0,0,0,0,0,0,1863,where is the girl dancing,DL,stage,bedroom,front yard,living area,kitched,True,False,True,True,True,True,True
3279,9010710024_5,4,4,4,4,4,4,656,how does the man with white collar move his arms at the end,CH,swings it anticlockwise,put it on his shoulders,put it down,swing it clockwise,raise up,True,False,True,True,True,True,True
3292,2792202513_4,1,1,1,1,1,1,401,where does the girl in pink get down from at the end,DL,car,plank,bicycle,motorcycle,paddles,True,False,True,True,True,True,True
3294,5875210125_10,0,0,0,0,0,0,564,where is this happening,DL,park,home,car,river,beach,True,False,True,True,True,True,True
3297,7161543663_6,0,0,0,0,0,0,974,why are the men dancing to the music,CW,enjoying themselves,follow music,keep up the rhythm,giving a performance,to obey the commands of their officer,True,False,True,True,True,True,True
3322,4651795201_9,0,0,0,0,0,0,1872,how are the people positioned around the table,DO,sitting,holding hands,causal,standing,lying on sofa,True,False,True,True,True,True,True
3336,4630037573_0,0,0,0,0,0,0,541,why does the lady lifts the golf club and doesnt hit twice before hitting,CW,practice motion,to play again,waiting for man,looking at boy,talking to man beside her,True,False,True,True,True,True,True
3338,3705663920_1,0,0,0,0,0,0,683,how did the man brought his belongings as he cycled,CH,in the shoulder bag,jeep,carrying it,sledding,train,True,False,True,True,True,True,True
3342,3769795457_0,1,1,1,1,1,1,1905,what is the relationship between the boy in white and the boy in blue,DO,plastic card with command,siblings,father son,son and father,backpack,True,False,True,True,True,True,True
3353,12532492544_1,0,0,0,0,0,0,570,what are the birds trying to pick up from the wooden bench,DO,food,black cat,leaves,rabbits,plastic bag,True,False,True,True,True,True,True
3362,4625256813_6,0,0,0,0,0,0,725,what does the man do after picking up the skateboard in the middle of the video,TN,get back onto skateboard,take taco up,whisper to girl and left,throw towards man,blow on it,True,False,True,True,True,True,True
3387,10483027904_4,0,0,0,0,0,0,828,where are the children and woman at,DL,in house,chair,dining table,stone,backyard,True,False,True,True,True,True,True
3396,3028133743_3,4,4,4,4,4,4,494,why did the lady hold the baby all the time,CW,clean the baby,to kiss baby,feed the baby,help her ski,prevent baby drowning,True,False,True,True,True,True,True
3397,5306556049_6,0,0,0,0,0,0,2232,why did the boy with checkered shirt walked unstable at the beginning of the video,CW,unable to walk properly,to get more sand,imitating adults,playing,performance,True,False,True,True,True,True,True
3400,7526364640_10,0,0,0,0,0,0,2697,how did the boy in green tried to prevent the boy ins tripped from walking towards the man in stripped,CH,hold him back,pull his bag,shouted at him,run towards him,make loud noises,True,False,True,True,True,True,True
3404,3711174274_5,0,0,0,0,0,0,885,why does the girl run towards the balloon in the end,CW,want to take the balloon,want to play in water,burst the balloon,want to hide behind it,pick up toy on the floor,True,False,True,True,True,True,True
3405,6447803681_7,0,0,0,0,0,0,2697,how is the lady feeling at the start,TC,happy,disgusted,angry,tired,sad,True,False,True,True,True,True,True
3419,13925904946_5,0,0,0,0,0,0,345,how did the girl react as she was moving backwards,TC,look backwards,clap her hands,stand up,walk back to the lady,start singing,True,False,True,True,True,True,True
3422,7149839527_2,4,4,4,4,4,4,1186,how did the lady support the boy and the baby,CH,in pram,hug the baby,carry in baby bag,in baby cot,hold boy in blue s arm,True,False,True,True,True,True,True
3470,13503538465_5,4,4,4,4,4,4,416,how did the girl move her arms at the start,CH,hand gesture,hold it up with her right hand,clap,play with baby,put them up,True,False,True,True,True,True,True
3476,8906111356_1,1,1,1,1,1,1,1061,why did the tree branches move so much,CW,take pictures,owls moving,flying fox activity,snowing,take a rest,True,False,True,True,True,True,True
3502,4622742353_6,0,0,0,0,0,0,1320,why do the birds bend their heads downwards,CW,eat,dancing,following each other,mating dance,roll around,True,False,True,True,True,True,True
3506,6071633426_1,0,0,0,0,0,0,2674,why did the person extend her hand towards the baby,CW,feed baby,prevent him from falling,signalling to boy,hand gesture,stretching,True,False,True,True,True,True,True
3517,3728184329_6,4,4,4,4,4,4,894,what happens to the man after swinging for a while in the sky,TN,fireworks,dances on the spot,pull up his shirt,wait for swing,jump off,True,False,True,True,True,True,True
3535,5176668462_7,0,0,0,0,0,0,519,how did the man in green protect his eyes from the sun,DO,sunglasses,kneeling,wearing a cap,goggles,hide behind a tree,True,False,True,True,True,True,True
3538,3692009167_7,0,0,0,0,0,0,1116,where is this place,DL,home,zoo,golf course,dirt field,dog event,True,False,True,True,True,True,True
3548,2744507539_3,0,0,0,0,0,0,603,how did the man in red suit feel after landing,TN,happy,walk,walk away to the gate,touch the boot,reloads,True,False,True,True,True,True,True
3552,8857007026_0,0,0,0,0,0,0,2639,why did the woman hold out her phone when she was reaching nearer to the platform,CW,to pass it to the other person,talking to girl,wants to play,to hear the people in the monitor,filming the event,True,False,True,True,True,True,True
3560,8726215081_8,4,4,4,4,4,4,1621,what does the baby do after seeing the woman claps her hand,TN,touches his head,rub baby s face with a cloth,bring bag over,walk backwards,clap,True,False,True,True,True,True,True
3563,5883403537_6,4,4,4,4,4,4,541,what is the adult wearing on his finger,DO,exercise,ride motorcycle,earpiece,sunscreen,a ring,True,False,True,True,True,True,True
3566,5542785759_9,4,4,4,4,4,4,645,what does the man in black do with the yellow liquid,TC,look at computer,sit and listen to him,attentively,angry,moves it away,True,False,True,True,True,True,True
3581,6975125131_5,1,1,1,1,1,1,349,how many people are ther ein the video,DC,eleven,two,six,eight,nine,True,False,True,True,True,True,True
3584,12078592673_7,0,0,0,0,0,0,1292,what did the boy in black do after scooping tomato sauce out from the bottle,TN,spread sauce on pizza,put it in the air,put it down,crawl,pick up spoon,True,False,True,True,True,True,True
3586,3141642801_0,4,4,4,4,4,4,571,how did the people protect themselves for the activity they are doing,DO,using the controllers,driving,using markers to colour,through the tablet,safety protection,True,False,True,True,True,True,True
3601,6074900172_0,0,0,0,0,0,0,1108,why is the man standing and noticing the aircraft,CW,monitoring,giving talk,presenting awards,want to buy aircraft,part of performance,True,False,True,True,True,True,True
3603,4484729539_9,0,0,0,0,0,0,688,what happened to the baby at the end of the video,TC,falls on the ground,water splashed onto him,put bowl on his head,scream and cry,tried to pick up dog,True,False,True,True,True,True,True
3605,5849071543_3,0,0,0,0,0,0,1102,how did the man in green protect his eyes from the sun,DO,wear sunglasses,bandage,swimming goggles,hide behind the hat,stand behind the rope,True,False,True,True,True,True,True
3611,3740849151_3,0,0,0,0,0,0,643,why did the baby flap his hands up and down in the middle,CW,excited,reach for food,copying the adult,the baby is calling for the dog,it wants to buy a toy at the departmental store,True,False,True,True,True,True,True
3623,4863455612_1,0,0,0,0,0,0,732,why is the person scrubbing the utensil,CW,clean it,admiring,playing,control the handle grip,showing it to lady,True,False,True,True,True,True,True
3627,6257273545_3,0,0,0,0,0,0,2697,where is the video taken,DL,living room,stream,river,sea,ocean,True,False,True,True,True,True,True
3630,6579160577_10,4,4,4,4,4,4,1096,why is the boy in blue pressing the piano keys,CW,reach out for the toy,hit the drum set,follow the lady s hands,to win girl,playing piano,True,False,True,True,True,True,True
3643,2700856270_2,0,0,0,0,0,0,819,why did the baby fall onto the ground after walking for a few steps,CW,lose balance,change direction,lady releases her hand,tripped down by toy,toy got stuck,True,False,True,True,True,True,True
3644,9231896269_5,0,0,0,0,0,0,434,how does the child express her happiness when being shown to the camera,CH,smile and laugh,kiss the baby,rub his stomach,colourful,jacket,True,False,True,True,True,True,True
3651,5162091958_3,4,4,4,4,4,4,1479,how are the kids painting on the paper,CH,with fingers,with tissues,with sponge,with a roller,painting random lines,True,False,True,True,True,True,True
3655,5372042516_6,0,0,0,0,0,0,843,why did the girl bend forward,CW,blow candles out,dropped her toy,drink water,push car,eating,True,False,True,True,True,True,True
3667,3240793832_4,4,4,4,4,4,4,2158,how is the lady feeling while playing with the baby,TC,restless,engaged,frustrated,unhappy,happy,True,False,True,True,True,True,True
