,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
2487,4126017457_3,3,1,3,4,3,3,387,how does the black cat react to the brown cat s paw,TC,hit the black cat,agitated,resting,jump towards brown cat,bite black cat s body,False,True,False,False,False,False,False
2488,5965267539_0,3,0,4,3,0,3,2697,what did the boy in brown do after he looked at the boy in red at the beginning of the video,TN,point at the boy,slides down,turn behind to look,look up,eat food,False,True,False,False,False,True,False
2492,9405704144_0,4,1,4,0,1,0,695,how is the baby kept in place,CH,sit on cushion,harness,laying in the pram,in the lady s arm,in the mothers arm,False,True,False,False,False,True,False
2494,3739319683_3,2,3,1,2,0,2,2548,what is the lady with apron doing,TC,walking dogs on leash,posing,cleaning the table,acting,playing tablet,False,True,False,False,False,False,False
2495,5799371453_2,1,4,1,1,1,1,1046,why did the brown cat stay in the wheel for a relatively long time,CW,it is warm,wheel has toys,waiting for human,to sleep,likes running,False,True,False,False,False,False,False
2499,3134608824_9,4,0,4,4,4,2,1019,what is the dog doing as the girl peeled out the magnets,TC,moves around,hold a bread,eating food,swing left arm,playing with a ball,False,True,False,False,False,False,False
2505,7174056178_8,4,3,4,4,4,4,901,how does the girl in blue feel while swiping the phone,TC,blessed,angry,cold,concentrated,sleepy,False,True,False,False,False,False,False
2507,10316970886_7,0,4,0,0,0,0,871,what does the man do after the baby is properly wrapped,TN,kiss baby,steps on the toy,helps the baby walk,playing,rock baby,False,True,False,False,False,False,False
2510,9667167640_8,1,3,1,1,4,2,1305,what did the person do when the dog crawled onto her laps,TC,thrilled,push dog away,look at brown dog,pats the dog,lie and hug cat,False,True,False,False,False,False,False
2511,4522565412_1,2,1,2,2,1,3,802,is the man trying to achive anything by solving the rubik s cube quickly,DO,attract baby s attention,fastest time,for fun,trophy,certificate,False,True,False,False,False,True,False
2517,8028122153_3,2,4,2,2,1,2,1017,why did the man beside the bald man move his hand,CW,dancing,pose for camera,gesturing to audience,fix his hair,mixing the ingredients in pan,False,True,False,False,False,False,False
2519,7108622827_2,3,0,2,3,4,3,885,how did the cat below react when the kitten on top was touching it in the middle,TC,bite the cat,follows the toy,looked at the wall,retaliate,leave the bed,False,True,False,False,False,False,False
2526,4363482648_6,2,0,1,1,4,2,379,why did the lady looked at the dog as they run across the ring,CW,guide the dog,dog was injured,filming the dog,the dog snarled at her,playing fetch,False,True,False,False,False,False,False
2528,4672625782_4,2,4,2,2,4,2,1635,what does the woman in green do after driving the boat close to the platform,TN,walks into the kitchen,put hand on table,talk to the old man,sing,gesture to man in white,False,True,False,False,False,True,False
2530,9667167640_5,2,4,2,1,1,0,1305,what did the dog do after it got up from the floor,TN,eats from the floor,lays down,bark,eat the food,walks around,False,True,False,False,False,False,False
2533,7530844076_3,2,1,2,2,1,2,1196,how many dogs are there in the video,DC,four,three,two,one,six,False,True,False,False,False,True,False
2537,6764483319_9,3,2,3,3,4,3,365,what does the man do after the lady rubs his back at the end,TN,stare at the screen,look down,clap again,turn his face to the lady,passes her the hat,False,True,False,False,False,False,False
2540,5875210125_7,2,1,2,3,4,0,564,why does the boy cycle for a while in the middle,CW,do stunt with the girl,approach the girl,to speed up,ensure the boy dont fall,pull himself forward,False,True,False,False,False,False,False
2542,4657161080_6,3,4,3,3,4,3,804,how are the people feeling when they are performing on the stage,TC,comforted,sore,awkward,happy,serious,False,True,False,False,False,True,False
2552,6036834934_3,0,4,0,0,0,0,439,why is the lady having towel on her lap,CW,hygiene,dance move,notes down what red lady says,resting,not stain her clothes,False,True,False,False,False,False,False
2554,7712814656_8,3,0,3,3,0,3,1003,why did the girl tried to push the tricycle in the end of the video,CW,move it away,play with baby,drag the red box,to push the car,do nt want to play anymore,False,True,False,False,False,True,False
2558,7833012608_7,1,0,1,1,1,1,393,why did the child point at something in the book,CW,let man explain to him,reading,fascinated by colours,fascinated by the pictures,pages were torn,False,True,False,False,False,False,False
2562,3093095651_6,1,4,1,1,1,0,641,what did the blonde woman do after the man wearing balck shirt stopped his dancing,TN,claps his hands,let go of hand,repeats,moves her hand,drink water,False,True,False,False,False,False,False
2577,5328563234_2,2,4,2,2,1,2,2332,what did the dog do after the baby touched the orange toy on the ground,TN,rolling around,touch dog,lick baby,chases after the ball,lift up its head,False,True,False,False,False,False,False
2584,4254626112_6,2,4,0,0,0,0,2158,why did the girl start jumping after she leaves the boy s hand,CW,the boy takes her place,did not get toy,surprise the kid,wants to play by himself,part of performance,False,True,False,False,False,False,False
2587,5579224246_1,0,2,0,4,0,0,2697,how did the kid spread the chocolate onto the bread,CH,pour chocolate onto bread,rub two bread together,use the knife,use finger,dip bread into chocolate,False,True,False,False,False,False,False
2588,3753830144_0,2,0,2,2,4,2,544,what is the man using to write,DO,chalk,red stone,pen,stick,mobile phone,False,True,False,False,False,False,False
2591,4123808525_7,4,2,0,4,4,0,570,what does the man hold in his hand,DO,therapist patient,a bat,scissors,cowboy,toy dianasour,False,True,False,False,False,False,False
2593,6236724261_8,0,2,3,4,1,3,1283,what colour pants is the woman in black wearing,DO,pink,yellow and blue,green,white,black,False,True,False,False,False,False,False
2600,4766274786_7,4,1,4,4,4,3,979,how is the girl helping the baby,CH,hug the baby,pass back balloon,strap baby to body,hold the attached string,carrying baby,False,True,False,False,False,False,False
2603,3495630576_3,1,3,2,2,1,1,396,what did the dog do after looking into the camera,TN,playing,look away,look back,sit down,touched by the man,False,True,False,False,False,False,False
2609,3655493767_6,4,0,1,1,0,3,615,how does player with number 2 shirt wipe the stain of his pants,CH,using hands,tissue,napkin,wipe with cloth,rinse with water,False,True,False,False,False,True,False
2621,3705663920_3,3,1,3,3,4,3,683,how is the man moving his bicycle,CH,run beside boy,paddle,using a machine,pulling the bicycle,artificial limbs,False,True,False,False,False,False,False
2622,3222849599_1,0,4,0,0,0,0,1108,why does baby stop bending from right to left suddenly in the middle,CW,uncertain what to do,to get up,scrapping the lady s feet,touch toy,bounce the horse,False,True,False,False,False,False,False
2627,8224490794_3,0,4,0,0,0,0,1692,how did the woman clean the baby near the start,CH,wipe baby with cloth,spoon,excited,wipe the baby s mouth with towel,with cloth,False,True,False,False,False,False,False
2629,5655025043_4,0,3,0,0,4,1,1706,why does the man in red cap hold a pipe,CW,extinguish the fire,breath under water,wet the grasses,clean the road,clean the roof,False,True,False,False,False,False,False
2630,4631119360_7,0,1,2,0,0,0,1049,what are the people doing on the rocks,TC,fishing,watch scenery,diving,singing,dancing,False,True,False,False,False,False,False
2634,6577341237_7,3,4,3,3,0,3,1016,what activity is the girl doing,TC,playing with sticks,drinking soup,looking at book,flipping her book,playing tablet,False,True,False,False,False,False,False
2639,4489511133_2,2,3,2,4,4,4,886,how did the girl ensure her hair is out of her face,CH,wear hat,tie them with hair band,turns her head,bandage,clips,False,True,False,False,False,False,False
2640,4522565412_4,0,2,0,1,4,0,802,how did the man plan the strategy to solve the cube at first,CH,shake the cube,with pen and paper,examine the rubik first,watch videos,spin repeatedly,False,True,False,False,False,False,False
2644,7691046836_5,0,2,0,0,0,0,1460,why did the boy nod his head when singing,CW,acknowledge something,head was uncomfortable,try to sing to beat,posing for the camera,produce higher vioce,False,True,False,False,False,False,False
2654,11794880314_3,3,4,3,3,1,3,1549,why did the girl take out the human toy from the rocket at the end,CW,balloon too big,performance,playing with cat,she wanted it,mimic astronaut,False,True,False,False,False,False,False
2655,3477094374_2,4,3,4,4,4,4,1824,what makes baby laugh and move his arms and legs,DO,clothing,toy giraffe,the dog,the cameraman,uncomfortable,False,True,False,False,False,False,False
2658,13125896183_8,0,4,3,3,4,3,1040,how many dogs are there,DC,nine,three,four,one,six,False,True,False,False,False,True,False
2661,3599210242_4,4,0,4,4,0,4,415,how is the man moving on the mountain,CH,cycling,spread arms out,push sticks,skiing,walking,False,True,False,False,False,True,False
2665,6663770743_3,4,2,4,4,4,4,1521,how does the man in green instruct the owl to fly away,CH,throw food,pull string,sway his hand up,give it commmand,touch owl haed,False,True,False,False,False,False,False
2666,5514739631_10,2,0,2,2,4,2,1053,what did the boy in yellow do after he put down the green toy near the end of the video,TN,turn on the wand,thrusts his body up and down,stood up and shaked his body,jumping towards camera,stand upand clap hands,False,True,False,False,False,False,False
2670,5826069843_7,1,0,4,1,0,4,612,what did the boy do after he flipped the red boat down,TN,stabilise himself,grab the float,rest,hold on paddle,lift the paddle up,False,True,False,False,False,True,False
2675,7706765754_8,4,1,2,2,4,2,480,how is the swimmer feeling in the pool as he swims,TC,thrilled,serious,happy,worried,relaxed,False,True,False,False,False,False,False
2686,7691046836_1,0,2,0,0,0,0,1460,how is the boy in blue expressing himself,CH,smiling,laughing,crying,disgusted,itchy and uncomfortable,False,True,False,False,False,False,False
2693,6224708185_3,2,0,4,4,1,1,2084,why did the camel walk away from the bull behind it,CW,sunbathe,looking for food,play with another camel,want to lie down and sleep,go near camera,False,True,False,False,False,False,False
2696,4394765300_7,3,0,2,3,4,1,522,what is the lady doing while the baby brushes his teeth,TC,support the baby,hold the cup,look through bag,wash towel,stand still,False,True,False,False,False,False,False
2699,5279956242_1,0,4,0,2,0,1,704,how did the lady in black move backwards at the start,CH,moves her hand,hand gesture,look upwards,lost her balance,walk,False,True,False,False,False,False,False
2706,7324192392_5,4,3,4,4,4,4,762,how did the lady splash water on the dog,CH,in left arm supporting baby s head,hold up cup,patting the dog,use bowl,using a bucket,False,True,False,False,False,False,False
2709,3621121750_4,4,1,4,4,0,4,1481,how is the boy positioned on the chair,DO,sit in a circle,kneeling,stand behind the baby,touching the controls,standing,False,True,False,False,False,False,False
2710,6996441724_4,3,4,3,3,4,3,1464,why does the girl in white bend to her right,CW,show affection,wanted to help stop ball,turned over by man,hold her stuff,sleeping,False,True,False,False,False,True,False
2712,2776910060_2,0,2,0,0,0,0,1241,why does man in black keep holding onto the baby,CW,support child,look at the attire,the baby can not stand properly,interested in the man,writing on the ground,False,True,False,False,False,False,False
2713,6936757706_5,4,2,1,1,1,4,600,what is the colour of the babys clothes,DO,gold,blue,purple,maroon,white,False,True,False,False,False,False,False
2720,4177367968_4,4,3,4,4,1,4,1095,why is the man in white bending his back down with the baby,CW,moving with rhythm,he is in ocean,training body,lower the baby,to play with baby,False,True,False,False,False,False,False
2723,9320572138_6,0,2,3,0,0,0,783,what does the boy in red do after reaching the vase,TN,pick it up,put at the side to dry,puts his paddle in it,get off his horse,photos taken,False,True,False,False,False,False,False
2725,6862984319_0,3,4,3,3,1,3,696,how did the elephants play with each other,CH,hold onto rope,bite each other,run into each other,watch and paw at each other,touch each other with trunk,False,True,False,False,False,False,False
2729,5793843215_1,1,0,1,1,0,1,2697,how is the baby being fed,CH,man feeds,spoon,lady passed them the food,fork,lady hold in her arm,False,True,False,False,False,True,False
2737,4180380438_2,2,0,2,2,4,2,874,why does the lady in blue strips walk down the stairs as the boy walks past her,CW,to walk on pavement,look after them,observe boy,guiding her,unstable,False,True,False,False,False,False,False
2738,4126017457_0,1,4,2,1,4,2,387,what are two cats doing on the couch,TC,jumping towards toy,sleeping,playing with the dog,sniff the person,grab each other,False,True,False,False,False,True,False
2743,3425596660_7,1,4,1,1,1,1,1422,how does the man on the phone rest his hands,CH,speak to microphone,on his lap,microhpone,on his head,put on the table,False,True,False,False,False,False,False
2753,2569826147_7,3,0,1,1,1,1,396,where is ths happening,DL,roadside,kitchen,hospital room,pond,classroom,False,True,False,False,False,False,False
2762,2811954360_6,0,2,0,3,0,3,1689,what does the man do after the lady finished unwrapping the present,TN,pass the microphone to lady,walks away,write something down,lift it up,putting something in the oven,False,True,False,False,False,False,False
2786,3844880628_9,1,0,4,1,1,4,519,why does the child near to the lady bend down throughout the video,CW,pick up ball,pick up blanket,fidgeting,pick up hat,pick up the mask,False,True,False,False,False,False,False
2788,2969688375_5,4,3,4,4,0,4,505,what is the kid doing,TC,playing the guitar,gathering for food,running in the forest,hug lady,playing with the toy,False,True,False,False,False,False,False
2789,5736690354_1,2,3,0,2,1,2,2697,why is the man wearing something on his head,CW,identify as deliveryman,keep hair while swimming,protect head,shade away sunlight,part of modelling outfit,False,True,False,False,False,False,False
2791,5093765132_1,1,4,1,2,4,1,930,why did the baby turn back to look at the camera after walking a while,CW,neck ache,look at woman,there is flashlight,dog behind,point at something,False,True,False,False,False,True,False
2793,9383140374_2,2,1,3,4,4,3,604,what are the children doing in the arcade,TC,singing,using claw machine,playing basketball,shooting,pressing buttons,False,True,False,False,False,False,False
2794,3261112327_6,0,4,0,0,0,0,962,why are the chickens pecking on the ground sometimes,CW,playing,walk back to the hut,to find egg shell,man throws an egg,looking for food,False,True,False,False,False,False,False
2795,4578959773_6,4,2,4,4,0,0,2697,what does the man in blue cape do with the item he picks up last before turning to the back,TN,tear it,walk,bite it,looks up,throw it,False,True,False,False,False,False,False
2797,4771022581_9,3,2,3,3,4,3,2070,what did the baby do when the girl in purple touched her head,TC,playing with ball,juggle ball,tap keyboard,bite finger,comb fingers through hair,False,True,False,False,False,False,False
2798,7913968862_8,0,3,0,0,0,2,424,where is the lady in white looking at as she did her exercise,TC,her phone,beside TV,her left,forward,stare at man,False,True,False,False,False,False,False
2800,8652286448_8,1,0,3,2,1,3,1215,which animal first licked the other animal s face,DO,small kangaroo,camera,white and brown,black,balloon,False,True,False,False,False,False,False
2802,11367655303_0,3,4,3,3,1,3,452,why is the dog on a leash,CW,ca nt run away,wants to climb onto person,pets,leash,owner put it on,False,True,False,False,False,False,False
2804,5306556049_12,1,0,1,1,4,1,2232,what did the adult do when the girl in pink approached her,TC,moves hand,pick up pink toy,pick up a snowball,walks away,pushes the spoon away,False,True,False,False,False,False,False
2807,6462583199_8,1,0,1,1,1,1,2160,how did the lady in flower dress capture everyone s attention,CH,taking out book,clap her hands,shout,jump,walking,False,True,False,False,False,False,False
2808,4039610385_2,2,3,0,0,4,0,981,why did the black shirt woman start following the red shirt man s actions after awhile,CW,mass dancing,learn to sew,attract more people,dance along for fun,kiss him,False,True,False,False,False,False,False
2811,10316970886_3,4,0,4,4,0,1,871,why is the man rocking with the baby towards the end,CW,putting to sleep,playing with the baby,look out for baby,hold baby hand,interacting with baby,False,True,False,False,False,True,False
2833,3697296215_9,4,1,4,3,4,2,439,how did the man in orange move from one side to the other side of the room,CH,pull a string,ride the toy car,with a pole,running,jump around,False,True,False,False,False,False,False
2837,3416303524_0,2,1,2,0,1,0,870,why is one of the ducks climbing up the slope,CW,looking for food,go to human,search for food,like each others company,checking,False,True,False,False,False,True,False
2841,5344242564_3,3,2,3,3,4,3,353,why does the man turn to look behind,CW,calling his friend,playing hide and seek,reversing,look for hose,look at dog,False,True,False,False,False,False,False
2844,5617027305_3,4,0,1,1,0,1,483,how did the man land on the ground,CH,stand almost fall,flat on ground,on the cloth,on the cushion,head landed first,False,True,False,False,False,True,False
2858,12427023395_3,4,3,4,4,4,0,832,what was the dog doing at the end as the man was lighting the cake,TC,bent down,waves at the camera,lick itself,stand and watch,doing something with the microwave,False,True,False,False,False,False,False
2859,3434653211_0,2,4,3,3,1,3,421,where is the boy at,DL,room with shelves,classroom,room,carpark,footpath,False,True,False,False,False,False,False
2864,5353486947_5,1,0,1,1,1,1,464,what does the woman do after uncovering her eyes at the start of the video,TN,play with baby,looked at camera,pick up toy,dance,get out of car,False,True,False,False,False,False,False
2870,6382059603_0,2,4,2,0,0,0,1416,how does the adult keep the children safe while traveling on car,CH,holds them constantly,ties them with a rope,holds their hand while he drives,ties them to the chairs,sit on special chair,False,True,False,False,False,False,False
2872,10278239024_6,1,2,1,0,1,0,1218,how did the baby end up facing the sofa,CH,jumping,lying on stomach,rotating around,placed in a box,climbing up,False,True,False,False,False,False,False
2874,3751105478_4,1,2,1,1,4,1,300,how does the man help the baby at the start of the video,CH,left and right,carry baby up,holds the pram,put baby on his lap,walking around,False,True,False,False,False,False,False
2881,5297426137_10,3,4,3,3,1,3,1227,how many girls are there,DO,six,three,eight,two,one,False,True,False,False,False,False,False
2889,6317093992_6,4,0,4,4,4,4,912,what does the woman in black do after walking to the side at the start,TN,drinks water,look at entrance,move mic to white scarf woman,run around stage,bend down to pick up stuffs,False,True,False,False,False,False,False
2891,2976061023_1,1,4,1,1,1,0,961,why did not the man in orange standing in front of the table dance with the group,CW,do the barbecue,performing,start singing,hurt his legs,control the music,False,True,False,False,False,False,False
2896,4544425606_1,3,0,4,3,1,1,806,how is the eagle being positioned in the video,DO,on the man s hand,on the man's head,crawling on a rod,lying on a bed,hid in a cage,False,True,False,False,False,False,False
2909,3440542069_10,2,1,4,0,0,4,817,how did the lady shift the stool,CH,with her hand,using her feet,using a broom,with remote controller,someone shifted it for her,False,True,False,False,False,False,False
2913,2825594207_2,3,0,2,2,0,4,719,why are the other three men standing behind while the dancer does his solo,CW,wait for their turn to dance,enjoying themselves,practice,make music,supporting row,False,True,False,False,False,True,False
2919,4771022581_7,2,1,2,2,4,2,2070,why did the girl in purple look down in the middle,CW,kiss hand,adjust belt,talking to man,eat sweet,wear hat,False,True,False,False,False,False,False
2922,5292396210_5,1,3,1,4,0,4,420,what is the color of the jacket the lady in red dress is wearing,DO,green,white,yellow,purple,blue,False,True,False,False,False,False,False
2923,4979527132_2,0,4,3,1,0,3,773,how does the lady monitor the child s work,CH,check his handwriting,observe his behaviour,make gestures,record his behaviour,looks at the product,False,True,False,False,False,False,False
2932,2906873825_6,4,0,4,2,1,4,479,where are the men performing at,DL,outside restaurant,mountain,open field,forest,bar,False,True,False,False,False,False,False
2933,4337653722_1,4,1,3,3,1,3,907,why does the horse walk tentatively across the snow,CW,eat,follow the man s instruction,chase fleas,dog and people walk on snow,guide is walking slowly,False,True,False,False,False,True,False
2934,10488004303_5,1,2,1,1,4,1,2493,why did the boy start to flip the book when he picked up the book,CW,teasing baby,completed the page,interested to look at the pictures,gravity,to show man,False,True,False,False,False,False,False
2938,6042037966_8,1,3,4,4,1,4,1006,how many performers are there on stage,DC,five,three,nine,six,four,False,True,False,False,False,False,False
2944,4693242968_2,1,2,0,0,0,0,803,what were the birds doing before flying off,TP,moving around,playing,perches on the cable,performance,eating worms,False,True,False,False,False,False,False
2950,4593026716_6,1,3,1,1,0,4,720,how is the weather like,DO,rainy,sunny,humid,snow,hot,False,True,False,False,False,False,False
2952,4522298433_7,3,0,3,3,0,3,585,how many animals are there,DC,three,six,nine,two,one,False,True,False,False,False,True,False
2958,5965267539_12,3,2,3,3,0,3,2697,why did the boy in red stretched his hand upwards to the lady in the middle of the video,CW,perform hand gestures,to ask for food,stop her,to hit the lady,stretch,False,True,False,False,False,False,False
2969,7011018565_0,3,4,3,3,4,3,1994,how does the man show his affection towards the black dog after standing up,CH,threw it a sausage,telling him where to step next,shake his hand,holds the dog,swing the dog from side to side,False,True,False,False,False,True,False
2981,5478970215_2,4,0,3,4,4,3,313,why did the cameraman put his finger in front of the camera lense near the end of the video,CW,accident,play with baby,clean camera lense,take a photo,pointing to fire,False,True,False,False,False,False,False
2987,3377976885_0,3,4,3,3,1,3,330,why does one panda follow the other initally,CW,finished peeing,show the baby how to play,dust away any insects,curious,wants to play,False,True,False,False,False,False,False
2989,4440840337_6,3,4,1,1,0,1,337,what color is the girl s skirt,DO,green,black,rainbow,white,red,False,True,False,False,False,False,False
2994,3332953908_6,4,0,4,4,1,4,2160,how did the boy took something from the man playing flute,CH,walked backwards,headphones,with table tennis rackets,presses the button,with his hands,False,True,False,False,False,False,False
2998,3360428599_2,4,3,4,4,4,4,551,how does the woman in blue get the leopard s attention,CH,blow whistle,clap both hands,walks around in front,wave tool around,snap fingers,False,True,False,False,False,False,False
2999,6041516235_2,3,2,3,3,1,3,606,how did the children make the seat move forward and backwards,CH,moving his legs,carry seat,rock back and forth,push and pull seats,using an engine,False,True,False,False,False,False,False
3000,4086138523_0,4,2,4,4,4,3,601,what does the dog do when the camera moves closer to him,TC,wag their tails,caress the dog,play with ball,look away,hop forward,False,True,False,False,False,False,False
3006,2639225467_0,0,1,3,0,0,3,345,why did the red jacket man swing the whip round and round,CW,fun,illustrate something,play with dog,part of the stunt,lose balance,False,True,False,False,False,False,False
3007,2996876993_3,3,2,3,3,4,3,720,why does the girl opens her mouth widely after swinging her hands around,CW,following the game rule,eat food,shout something,very happy,to be fed,False,True,False,False,False,False,False
3021,2758135371_7,2,3,1,0,1,2,719,why did the lady in white suddenly bend down in the middle of the video,CW,look at screen,drag the red box,wipe off sweat,because snake is heavy,want to rest,False,True,False,False,False,False,False
3031,3697296215_0,4,1,2,4,4,4,439,what is the man in black sitting at the table doing at the end,TC,stroking the dog,smoking,watching television,play guitar,drinking,False,True,False,False,False,False,False
3033,4226033751_7,1,3,4,1,4,4,329,how many times did the person squeeze the ball in this video,DC,twelve,two,seven,five,one,False,True,False,False,False,False,False
3038,2639154995_9,2,3,1,1,1,1,689,why was there movement by someone at the end of the video,CW,restless,walking towards to lady,moving to pick up ball,going up to see better,walking to take his glove,False,True,False,False,False,False,False
3040,11576401024_0,4,3,4,4,1,4,1051,what does the boy do after the elderly pointed to the man behind him,TN,stretch legs,turn back,lie down,blow to man,walks away,False,True,False,False,False,False,False
3041,4353644811_7,2,0,2,2,1,2,1522,what change in position does the dog show at the end of the video,TC,trying to get down,climb up the chair,lies down,caress it,woman and camera,False,True,False,False,False,False,False
3044,6994417868_1,3,0,3,3,4,3,421,why is the cameraman touching the individual keys or the teeth of the orange thing,CW,try out the toy,part of performance,amplify his voice,record the experiment,check the time,False,True,False,False,False,False,False
3045,5292396210_3,1,2,4,1,0,4,420,why does the man in checkered shirt point to the cameraman,CW,pose for video,warn cameraman of danger,telling others where to look,he saw a bird,introduce to other friends,False,True,False,False,False,False,False
3047,4730872402_0,4,0,4,4,4,4,1509,what was the lady in white doing as the lady in red carried the baby,TC,speak to lady,point to her head,type keyboard,folding origami,eating,False,True,False,False,False,False,False
3065,4421898163_3,0,4,0,0,0,0,757,why is the baby looking down at the end of the video,CW,curious,distracted,yawning,rest,pushing toy,False,True,False,False,False,False,False
3066,3759139293_4,4,0,2,2,4,2,416,why does the person feeding the baby take the spoon away before finishing feeding,CW,play with baby,chew and suck on it,easier to eat,figuring out how to use it,keep it in her mouth,False,True,False,False,False,False,False
3067,5728022703_2,0,2,3,0,0,0,346,why did the girl with glasses flip her hair at the end of the video,CW,hair is messy,it is windy,posing,to tie her hair,to walk away,False,True,False,False,False,False,False
3072,5571348093_1,1,0,1,1,4,4,895,what is the kid paying attention to,DO,television show,toys,school mates,sweets,vacuum cleaner,False,True,False,False,False,False,False
3074,13482206704_7,4,1,3,3,4,2,861,what did the girl do after she shaked her head,TN,jumps up,tries to say something,hold hands out around the baby,play the piano,turn her front,False,True,False,False,False,False,False
3079,7276759062_4,2,1,2,2,4,4,477,what does the dog do at the end after licking,TN,climb onto lap,look to its right,sniff something on the floor,wakes up and lean forward,sniff the bag,False,True,False,False,False,False,False
3082,2579825280_8,1,0,2,2,4,2,690,why does the lady with the blue bag stop for awhile before crossing the log,CW,catch her balance,play with baby,supervising,take something from floor,keeping an eye on baby,False,True,False,False,False,False,False
3085,12427023395_0,3,1,3,3,4,4,832,why did the girl sitting on the sofa raise up her hand with an object at the start of the video,CW,follow the tv,passing to man to help,observe the keyboard,reach for girl in red,looking for something,False,True,False,False,False,False,False
3087,3480618846_0,0,1,0,0,0,0,526,why are the people walking down the narrow path,CW,going somewhere,enjoying the walk,enjoying the weather,old,heavy bag,False,True,False,False,False,False,False
3089,9197405751_3,0,1,0,0,0,0,544,why did the girl repeatedly run across the room with her wings at her back,CW,excited,part of her performance,playing catch,watching over kid,get more wind,False,True,False,False,False,False,False
3090,4825019426_2,4,1,4,4,4,4,1173,how does the boy and girl show their excitement in the start,CH,caressing for each other,starts dancing,coming close to eachother,hug boy,by moving their hands,False,True,False,False,False,False,False
3095,11278971046_1,4,3,1,1,1,1,408,what is the activity being held here,DO,flying aeroplane,presentation,horse riding,having a conversation,performance,False,True,False,False,False,False,False
3099,3343269521_2,0,4,0,0,0,2,1858,why are there toilet paper in the toilet bowl,CW,bathing,smell the paper inside,for dogs to rest on,oversee the baby,it is clogged,False,True,False,False,False,False,False
3108,3842638015_1,0,4,0,0,0,2,1828,why did the baby imitate the person and put the cover its face with the bib repeatively in the video,CW,ticklish,to climb down the stairs,pose,soothe baby,wanted to play,False,True,False,False,False,False,False
3109,7527437500_7,1,4,1,1,4,1,368,how did the boy stop himself from falling,CH,hold the girl,hold onto jacket,hold onto table,wear lifevest,with his hands,False,True,False,False,False,True,False
3114,4173145252_8,0,4,2,2,4,2,1810,how many times in total did the lady stop the baby from touching the plate,DC,one,nine,four,six,five,False,True,False,False,False,True,False
3117,6557505435_6,2,3,2,2,1,2,1380,what did the dog do after biting the toy for a while,TN,sniff the bag and the wire,scratch body,bite toy,lick person s hand,about to go out,False,True,False,False,False,False,False
3126,4743196658_1,0,1,3,3,0,3,1119,what did the boy do after he stood up for the first time at the beginning of the video,TN,put on helmet,falls,point at camera,pick up toy,look and talk to someone,False,True,False,False,False,False,False
3143,2528769674_3,3,4,3,3,0,3,2268,why does the kid start crawling from the mat,CW,to grab the bottle,lost balance,trying to reach wheel,move to another place,give up walking,False,True,False,False,False,False,False
3148,8690893018_2,0,2,0,0,0,0,615,why did the ducks move from one place to another,CW,search for food,check for predator,to eat another thrown bread,to record them,stay floated,False,True,False,False,False,False,False
3154,6071633426_9,3,1,3,0,4,3,2674,why is the baby seated at the baby seat,CW,ensure baby dont fall off,feeding session,learning to stand,assigned seats,play the keyboard,False,True,False,False,False,False,False
3155,8268305522_1,1,2,1,1,0,1,900,why is one of the penguin pecking at the start of the video,CW,find food,curious,fighting,take the toy,to eat the food,False,True,False,False,False,False,False
3160,3070014782_7,2,4,1,1,4,1,450,why did the baby girl fall down 2 times while walking,CW,pick up cups,lose balance,shoe fell off,to pat it,still learning to walk,False,True,False,False,False,True,False
3164,3020343223_8,2,3,2,2,4,0,1502,what did the man in white do after he finished singing into the microphone,TN,touch nose,picked up his bottle,hold microphone stand,step backwards,stand and watch,False,True,False,False,False,False,False
3166,2403087559_1,3,2,0,3,0,3,719,why is the man standing and putting his hands on top of the lady lying on the floor,CW,showing affection,to touch the dog,to massage,dress her,sway,False,True,False,False,False,False,False
3169,4811179274_0,0,4,0,0,1,0,1251,why did the lady in black run when she was in the middle of the activity,CW,catch ball,run away from boy,bring fish to bucket,run away from dog,get more wind,False,True,False,False,False,False,False
3187,4171080632_5,0,4,2,0,0,0,2127,how did the lady in black react when the man in white cap was dancing ,CH,jumps on him,bend forward,push the man in black,drum on lap using hands,clap her hands,False,True,False,False,False,False,False
3192,5552394033_0,2,1,2,2,4,2,308,why is the man running while holding the ball,CW,to move it away from the audience,go to finish line,running competition,chase after another ball,pick another ball up,False,True,False,False,False,False,False
3195,3317240291_4,1,4,1,1,4,1,839,why does the girl take out the pink package,CW,dance together,take out something,check how dress looks on baby,frustrated,present for her,False,True,False,False,False,True,False
3196,12397126264_7,1,4,0,0,0,0,1854,what did the brown dog do after the white dog got the ball in the middle of the video,TN,catch and brought it back,starts biting the ball,chased after it,turn around with it,wag its tail then stand up,False,True,False,False,False,False,False
3200,4084841090_0,2,0,2,1,4,1,433,why does the lady take the dog off the float,CW,see how the dog swim,gave it a new float,taking photo without the float,clean the dog,feed the dog,False,True,False,False,False,False,False
3211,7227831086_7,1,2,4,1,0,0,502,how does the man show that he is tired after getting off the bike,CH,takes off his shirt,walks,stick tongue out,yells at other people,lies on the ground,False,True,False,False,False,False,False
3216,4553916256_2,2,0,2,1,0,2,1097,what did the baby do after lying down on the bed,TN,stretch out his arms,suck on pacifier,sit up on bed,jumps around,clap his hands,False,True,False,False,False,True,False
