video_id,video_path,caption,result1,action_caption
2603758280,/mnt/adithya/test/2603758280.mp4,a man is helping another person to fly in the air with a parachute.,paragliding,paragliding. a man is helping another person to fly in the air with a parachute.
4140415444,/mnt/adithya/test/4140415444.mp4,a man is holding a baby and the baby is shaking his head.,ripping paper,ripping paper. a man is holding a baby and the baby is shaking his head.
6306690515,/mnt/adithya/test/6306690515.mp4,a cat is running around in a room and a cat is running around.,shaking hands,shaking hands. a cat is running around in a room and a cat is running around.
6706220611,/mnt/adithya/test/6706220611.mp4,a little boy is rolling around on a bed and then a woman is talking to him.,somersaulting,somersaulting. a little boy is rolling around on a bed and then a woman is talking to him.
2662773013,/mnt/adithya/test/2662773013.mp4,a man is eating a bag of chips and then a woman is holding a bag of chips,tasting food,tasting food. a man is eating a bag of chips and then a woman is holding a bag of chips
5139599690,/mnt/adithya/test/5139599690.mp4,a group of people are using a tool to brush a piece of leather.,sniffing,sniffing. a group of people are using a tool to brush a piece of leather.
4665788205,/mnt/adithya/test/4665788205.mp4,three men are standing in a room and one of them is putting on a face.,dancing macarena,dancing macarena. three men are standing in a room and one of them is putting on a face.
5412696114,/mnt/adithya/test/5412696114.mp4,a little girl is sitting on a couch and a little girl is clapping her hands.,applauding,applauding. a little girl is sitting on a couch and a little girl is clapping her hands.
5728022703,/mnt/adithya/test/5728022703.mp4,a woman and a man are riding an electric elephant.,breakdancing,breakdancing. a woman and a man are riding an electric elephant.
2814476910,/mnt/adithya/test/2814476910.mp4,three people are playing a musical instrument and a man is pushing the wheelbarrow.,bench pressing,bench pressing. three people are playing a musical instrument and a man is pushing the wheelbarrow.
6068969659,/mnt/adithya/test/6068969659.mp4,a woman is swinging from a platform and then jumps off a platform.,abseiling,abseiling. a woman is swinging from a platform and then jumps off a platform.
4561357748,/mnt/adithya/test/4561357748.mp4,a man throws a frisbee into a tree and then throws it to the ground.,chopping wood,chopping wood. a man throws a frisbee into a tree and then throws it to the ground.
4642870129,/mnt/adithya/test/4642870129.mp4,a boy rides a bike down a street and then jumps off a tree.,riding scooter,riding scooter. a boy rides a bike down a street and then jumps off a tree.
3079724515,/mnt/adithya/test/3079724515.mp4,a group of children are sitting at a table and reading a book.,opening present,opening present. a group of children are sitting at a table and reading a book.
4177758139,/mnt/adithya/test/4177758139.mp4,two little kids are sitting on a couch and making faces.,answering questions,answering questions. two little kids are sitting on a couch and making faces.
5396384503,/mnt/adithya/test/5396384503.mp4,a person is feeding a bird in a tank with a bird in his hand.,feeding birds,feeding birds. a person is feeding a bird in a tank with a bird in his hand.
7477913592,/mnt/adithya/test/7477913592.mp4,a woman is laughing and laughing while she is eating a cheeseburger.,tasting food,tasting food. a woman is laughing and laughing while she is eating a cheeseburger.
3598384046,/mnt/adithya/test/3598384046.mp4,a baby is playing with a baby in a playpen.,laughing,laughing. a baby is playing with a baby in a playpen.
5278952446,/mnt/adithya/test/5278952446.mp4,a little boy is standing on a bed and petting a dog.,shaking hands,shaking hands. a little boy is standing on a bed and petting a dog.
7530953680,/mnt/adithya/test/7530953680.mp4,a man is talking to a camera and then a boat is shown.,sailing,sailing. a man is talking to a camera and then a boat is shown.
5550305641,/mnt/adithya/test/5550305641.mp4,a little boy is riding his bike down a sidewalk.,riding a bike,riding a bike. a little boy is riding his bike down a sidewalk.
7149839527,/mnt/adithya/test/7149839527.mp4,a little boy is sitting on a couch and a woman is talking to him.,sticking tongue out,sticking tongue out. a little boy is sitting on a couch and a woman is talking to him.
8105331297,/mnt/adithya/test/8105331297.mp4,a baby is sitting on a piano and a woman is playing the piano.,playing keyboard,playing keyboard. a baby is sitting on a piano and a woman is playing the piano.
4688206546,/mnt/adithya/test/4688206546.mp4,a young girl is swinging on a rope and then she hangs upside down.,climbing a rope,climbing a rope. a young girl is swinging on a rope and then she hangs upside down.
3571539122,/mnt/adithya/test/3571539122.mp4,a group of people are on stage performing a dance routine.,salsa dancing,salsa dancing. a group of people are on stage performing a dance routine.
7712814656,/mnt/adithya/test/7712814656.mp4,a little girl is pushing a toy car with a woman in it.,pushing cart,pushing cart. a little girl is pushing a toy car with a woman in it.
7344039494,/mnt/adithya/test/7344039494.mp4,a man and woman are dancing to music in a restaurant.,giving or receiving award,giving or receiving award. a man and woman are dancing to music in a restaurant.
9023339404,/mnt/adithya/test/9023339404.mp4,a group of people are riding on the back of an elephant.,riding camel,riding camel. a group of people are riding on the back of an elephant.
6620044377,/mnt/adithya/test/6620044377.mp4,a baby is playing with a man and the baby is trying to get him to hug.,tickling,tickling. a baby is playing with a man and the baby is trying to get him to hug.
2982867777,/mnt/adithya/test/2982867777.mp4,a woman is sitting on a couch and holding a dog in her hand and she is talking,singing,singing. a woman is sitting on a couch and holding a dog in her hand and she is talking
9737743904,/mnt/adithya/test/9737743904.mp4,a group of toddlers play with a ball in a pool.,crawling baby,crawling baby. a group of toddlers play with a ball in a pool.
4321131597,/mnt/adithya/test/4321131597.mp4,a group of people are celebrating a birthday party and a boy blows out candles on a cake,celebrating,celebrating. a group of people are celebrating a birthday party and a boy blows out candles on a cake
2583300764,/mnt/adithya/test/2583300764.mp4,two people are jumping off a ladder to a deck.,tango dancing,tango dancing. two people are jumping off a ladder to a deck.
6004462245,/mnt/adithya/test/6004462245.mp4,a toddler picks up a apple and puts it in a basket.,picking fruit,picking fruit. a toddler picks up a apple and puts it in a basket.
8666744695,/mnt/adithya/test/8666744695.mp4,two little kids are playing with a dog and the dog is barking.,petting animal (not cat),petting animal (not cat). two little kids are playing with a dog and the dog is barking.
13887487955,/mnt/adithya/test/13887487955.mp4,a construction site is being used to dig a large pile of dirt.,welding,welding. a construction site is being used to dig a large pile of dirt.
8507883824,/mnt/adithya/test/8507883824.mp4,a man and a young boy are riding in a toy car.,pushing cart,pushing cart. a man and a young boy are riding in a toy car.
3812429626,/mnt/adithya/test/3812429626.mp4,a group of people are walking down a trail in a wooded area.,archery,archery. a group of people are walking down a trail in a wooded area.
4405746537,/mnt/adithya/test/4405746537.mp4,a little girl is opening a present while a man is helping her.,wrapping present,wrapping present. a little girl is opening a present while a man is helping her.
2406887888,/mnt/adithya/test/2406887888.mp4,a baby is crawling on the floor and a cat is running around.,crawling baby,crawling baby. a baby is crawling on the floor and a cat is running around.
3521537861,/mnt/adithya/test/3521537861.mp4,a group of people are outside and they are cooking on a grill.,archery,archery. a group of people are outside and they are cooking on a grill.
4293949179,/mnt/adithya/test/4293949179.mp4,a woman is holding a baby in her arms and the baby is holding.,playing trumpet,playing trumpet. a woman is holding a baby in her arms and the baby is holding.
3360208610,/mnt/adithya/test/3360208610.mp4,a woman is teaching a young boy how to shoot a basketball.,shooting basketball,shooting basketball. a woman is teaching a young boy how to shoot a basketball.
5131508387,/mnt/adithya/test/5131508387.mp4,a cat is playing with a remote control and a cat is playing with it.,shaking hands,shaking hands. a cat is playing with a remote control and a cat is playing with it.
5999090287,/mnt/adithya/test/5999090287.mp4,a group of people are dancing in a field while a woman is talking to them.,egg hunting,egg hunting. a group of people are dancing in a field while a woman is talking to them.
8105743251,/mnt/adithya/test/8105743251.mp4,a dog is sitting at a table and a man is looking at a newspaper.,shaking hands,shaking hands. a dog is sitting at a table and a man is looking at a newspaper.
3747923836,/mnt/adithya/test/3747923836.mp4,a group of people are on a dock and one man is trying to get a ramp off,water skiing,water skiing. a group of people are on a dock and one man is trying to get a ramp off
8666185192,/mnt/adithya/test/8666185192.mp4,a young boy is hitting a baseball on a tee.,playing cricket,playing cricket. a young boy is hitting a baseball on a tee.
6516498145,/mnt/adithya/test/6516498145.mp4,a little girl is sitting on a couch and playing with a paper.,brushing hair,brushing hair. a little girl is sitting on a couch and playing with a paper.
4039239344,/mnt/adithya/test/4039239344.mp4,a person is feeding a duck in the water with a bird.,feeding fish,feeding fish. a person is feeding a duck in the water with a bird.
3210170020,/mnt/adithya/test/3210170020.mp4,a boy and a girl are playing with a toy swords.,air drumming,air drumming. a boy and a girl are playing with a toy swords.
5475182274,/mnt/adithya/test/5475182274.mp4,a baby is sitting on the floor and playing with a toy and a man is talking to,shaking head,shaking head. a baby is sitting on the floor and playing with a toy and a man is talking to
8857007026,/mnt/adithya/test/8857007026.mp4,a group of people are trying to get a boat out of a lake.,catching fish,catching fish. a group of people are trying to get a boat out of a lake.
2502947328,/mnt/adithya/test/2502947328.mp4,a person is driving a car and then he drives off the car.,driving car,driving car. a person is driving a car and then he drives off the car.
3608098943,/mnt/adithya/test/3608098943.mp4,a group of people are sitting around a table and talking and talking.,sniffing,sniffing. a group of people are sitting around a table and talking and talking.
3804458046,/mnt/adithya/test/3804458046.mp4,a group of men are opening wine bottles and talking.,giving or receiving award,giving or receiving award. a group of men are opening wine bottles and talking.
2836465095,/mnt/adithya/test/2836465095.mp4,a woman is singing on stage while a man is singing into a microphone.,beatboxing,beatboxing. a woman is singing on stage while a man is singing into a microphone.
2657975235,/mnt/adithya/test/2657975235.mp4,a man is sitting in a chair and another man is sitting in a chair and he is,opening bottle,opening bottle. a man is sitting in a chair and another man is sitting in a chair and he is
3740849151,/mnt/adithya/test/3740849151.mp4,a woman is holding a baby and the baby is playing with her.,shaking hands,shaking hands. a woman is holding a baby and the baby is playing with her.
5372042516,/mnt/adithya/test/5372042516.mp4,a little girl blows out candles on a birthday cake while a boy blows out the candles.,eating cake,eating cake. a little girl blows out candles on a birthday cake while a boy blows out the candles.
3060640279,/mnt/adithya/test/3060640279.mp4,a baby is sitting in a chair and eating a piece of food.,laughing,laughing. a baby is sitting in a chair and eating a piece of food.
4081746317,/mnt/adithya/test/4081746317.mp4,a man jumps off a cliff into the water below another man.,water sliding,water sliding. a man jumps off a cliff into the water below another man.
3623844354,/mnt/adithya/test/3623844354.mp4,a man is on stage singing and playing a guitar and singing.,singing,singing. a man is on stage singing and playing a guitar and singing.
4060545487,/mnt/adithya/test/4060545487.mp4,a boy is riding a horse and a man is walking beside him.,riding mule,riding mule. a boy is riding a horse and a man is walking beside him.
5028143031,/mnt/adithya/test/5028143031.mp4,a boy is riding a skateboard and then falls down.,bandaging,bandaging. a boy is riding a skateboard and then falls down.
6996441724,/mnt/adithya/test/6996441724.mp4,a woman and a boy are sitting in a car and the woman is reading a book to,texting,texting. a woman and a boy are sitting in a car and the woman is reading a book to
5012237466,/mnt/adithya/test/5012237466.mp4,a little boy is playing with water and water in a water fountain.,washing hands,washing hands. a little boy is playing with water and water in a water fountain.
5183812946,/mnt/adithya/test/5183812946.mp4,a little girl is brushing her teeth in the bathroom while her sister watches.,washing hands,washing hands. a little girl is brushing her teeth in the bathroom while her sister watches.
13482206704,/mnt/adithya/test/13482206704.mp4,a little girl is blowing out candles on a birthday cake.,celebrating,celebrating. a little girl is blowing out candles on a birthday cake.
8686938112,/mnt/adithya/test/8686938112.mp4,a group of people are racing on a dirt track.,driving car,driving car. a group of people are racing on a dirt track.
4135845237,/mnt/adithya/test/4135845237.mp4,a little girl runs down a sidewalk and then turns around and runs.,hopscotch,hopscotch. a little girl runs down a sidewalk and then turns around and runs.
10128261054,/mnt/adithya/test/10128261054.mp4,two people are fencing in a gym while others watch.,capoeira,capoeira. two people are fencing in a gym while others watch.
2786223802,/mnt/adithya/test/2786223802.mp4,a woman is showing a little girl how to clean the sidewalk.,watering plants,watering plants. a woman is showing a little girl how to clean the sidewalk.
3228132498,/mnt/adithya/test/3228132498.mp4,a man is on stage and hugs a woman in a wedding dress.,tango dancing,tango dancing. a man is on stage and hugs a woman in a wedding dress.
7011018565,/mnt/adithya/test/7011018565.mp4,a man is walking with a dog and then gives him a treat.,cutting nails,cutting nails. a man is walking with a dog and then gives him a treat.
8617869131,/mnt/adithya/test/8617869131.mp4,a man is riding a horse and a little boy is riding on the back of the horse,riding camel,riding camel. a man is riding a horse and a little boy is riding on the back of the horse
3473395949,/mnt/adithya/test/3473395949.mp4,a person is riding a go cart on a track.,driving car,driving car. a person is riding a go cart on a track.
8674344665,/mnt/adithya/test/8674344665.mp4,a man is sitting on top of an alligator and is pulling it's mouth.,catching fish,catching fish. a man is sitting on top of an alligator and is pulling it's mouth.
5188348585,/mnt/adithya/test/5188348585.mp4,a man is pouring a drink into a glass and then pouring it into a glass.,shuffling cards,shuffling cards. a man is pouring a drink into a glass and then pouring it into a glass.
6764465247,/mnt/adithya/test/6764465247.mp4,a man and woman are sitting down and talking to each other.,auctioning,auctioning. a man and woman are sitting down and talking to each other.
8469860079,/mnt/adithya/test/8469860079.mp4,a group of people are dancing in a gym with a group of people.,country line dancing,country line dancing. a group of people are dancing in a gym with a group of people.
12753577835,/mnt/adithya/test/12753577835.mp4,a little boy is playing with a ball and a little boy is throwing it to a boy,passing American football (not in game),passing American football (not in game). a little boy is playing with a ball and a little boy is throwing it to a boy
9231896269,/mnt/adithya/test/9231896269.mp4,a man is holding a little boy and the baby is dancing.,carrying baby,carrying baby. a man is holding a little boy and the baby is dancing.
2569826147,/mnt/adithya/test/2569826147.mp4,two cats are sitting on the ground and one of them is petting the cat.,shaking hands,shaking hands. two cats are sitting on the ground and one of them is petting the cat.
8501394817,/mnt/adithya/test/8501394817.mp4,a young boy is playing basketball in his driveway and he is making a basket.,shooting basketball,shooting basketball. a young boy is playing basketball in his driveway and he is making a basket.
5791729526,/mnt/adithya/test/5791729526.mp4,a woman is sitting on a couch and a man is talking to her.,playing harmonica,playing harmonica. a woman is sitting on a couch and a man is talking to her.
3739867574,/mnt/adithya/test/3739867574.mp4,a group of people are playing music on a stage.,playing bass guitar,playing bass guitar. a group of people are playing music on a stage.
2411633466,/mnt/adithya/test/2411633466.mp4,a group of people are working on a tire and then a man is talking about it.,changing wheel,changing wheel. a group of people are working on a tire and then a man is talking about it.
3381602382,/mnt/adithya/test/3381602382.mp4,a little girl is helping a little girl to open a gift.,wrapping present,wrapping present. a little girl is helping a little girl to open a gift.
3093095651,/mnt/adithya/test/3093095651.mp4,a man is dancing in a room with other people around him.,headbanging,headbanging. a man is dancing in a room with other people around him.
4440716971,/mnt/adithya/test/4440716971.mp4,a man is playing a guitar and another man is playing the guitar.,playing guitar,playing guitar. a man is playing a guitar and another man is playing the guitar.
3516935615,/mnt/adithya/test/3516935615.mp4,a person is showing how they play with a dog on a bed.,sticking tongue out,sticking tongue out. a person is showing how they play with a dog on a bed.
2458544634,/mnt/adithya/test/2458544634.mp4,a young boy is walking in the water with his dog.,ice fishing,ice fishing. a young boy is walking in the water with his dog.
3089060111,/mnt/adithya/test/3089060111.mp4,a baby is playing with a toy and then he picks up a toy.,playing keyboard,playing keyboard. a baby is playing with a toy and then he picks up a toy.
4123808525,/mnt/adithya/test/4123808525.mp4,a young boy is getting a haircut while a woman is talking to him.,shaving head,shaving head. a young boy is getting a haircut while a woman is talking to him.
4289404873,/mnt/adithya/test/4289404873.mp4,a group of people are hiking through a rocky terrain.,crossing river,crossing river. a group of people are hiking through a rocky terrain.
5602364659,/mnt/adithya/test/5602364659.mp4,a woman is sitting on the floor and a boy is sitting on the floor and the boy,playing monopoly,playing monopoly. a woman is sitting on the floor and a boy is sitting on the floor and the boy
4124400853,/mnt/adithya/test/4124400853.mp4,a woman is holding a baby and the baby is crying.,laughing,laughing. a woman is holding a baby and the baby is crying.
9214485291,/mnt/adithya/test/9214485291.mp4,a baby is sitting on a bed playing with a toy and then picks up a sippy,playing xylophone,playing xylophone. a baby is sitting on a bed playing with a toy and then picks up a sippy
6237913346,/mnt/adithya/test/6237913346.mp4,two little girls are sitting on a bed and one of them is rubbing the other's,crying,crying. two little girls are sitting on a bed and one of them is rubbing the other's
5728924013,/mnt/adithya/test/5728924013.mp4,a baby is playing with a doll and then a little girl is playing with it.,ripping paper,ripping paper. a baby is playing with a doll and then a little girl is playing with it.
5579224246,/mnt/adithya/test/5579224246.mp4,a little boy is spreading peanut butter on a sandwich and then he puts some peanut butter on,smoking,smoking. a little boy is spreading peanut butter on a sandwich and then he puts some peanut butter on
3020343223,/mnt/adithya/test/3020343223.mp4,a group of people are playing instruments and singing on stage.,playing harmonica,playing harmonica. a group of people are playing instruments and singing on stage.
7564333634,/mnt/adithya/test/7564333634.mp4,a group of people are dancing together in a public area.,zumba,zumba. a group of people are dancing together in a public area.
4784858772,/mnt/adithya/test/4784858772.mp4,a group of people are on stage and they are acting like a play.,belly dancing,belly dancing. a group of people are on stage and they are acting like a play.
3540508501,/mnt/adithya/test/3540508501.mp4,a man is holding a toy gun and then he turns to a woman who is holding.,throwing axe,throwing axe. a man is holding a toy gun and then he turns to a woman who is holding.
9132487788,/mnt/adithya/test/9132487788.mp4,three men are outside and one is playing with a plastic bag.,busking,busking. three men are outside and one is playing with a plastic bag.
3561135916,/mnt/adithya/test/3561135916.mp4,a little girl is sitting at a table and blowing out candles on a cake.,eating cake,eating cake. a little girl is sitting at a table and blowing out candles on a cake.
8140301969,/mnt/adithya/test/8140301969.mp4,a little boy is wearing a helmet and is dancing to music.,curling hair,curling hair. a little boy is wearing a helmet and is dancing to music.
4220559457,/mnt/adithya/test/4220559457.mp4,a dog is lying on the floor and a woman is talking to her.,moving furniture,moving furniture. a dog is lying on the floor and a woman is talking to her.
2818950014,/mnt/adithya/test/2818950014.mp4,a group of people are sitting around a table eating hot dogs.,eating hotdog,eating hotdog. a group of people are sitting around a table eating hot dogs.
6653111897,/mnt/adithya/test/6653111897.mp4,a baby is sitting in a play chair and is clapping her hands.,tying knot (not on a tie),tying knot (not on a tie). a baby is sitting in a play chair and is clapping her hands.
3064389881,/mnt/adithya/test/3064389881.mp4,a baby is being held up by a man and he is bouncing on a large ball.,throwing ball,throwing ball. a baby is being held up by a man and he is bouncing on a large ball.
2757193865,/mnt/adithya/test/2757193865.mp4,a group of people are watching a truck lift up a truck.,garbage collecting,garbage collecting. a group of people are watching a truck lift up a truck.
6699885319,/mnt/adithya/test/6699885319.mp4,a man is riding a skateboard down a street and then he is riding a skateboard,hoverboarding,hoverboarding. a man is riding a skateboard down a street and then he is riding a skateboard
3932142423,/mnt/adithya/test/3932142423.mp4,a little girl is dancing in a room and then a man comes up to her.,singing,singing. a little girl is dancing in a room and then a man comes up to her.
3765087719,/mnt/adithya/test/3765087719.mp4,a woman is playing a guitar and singing while another woman plays the guitar.,playing guitar,playing guitar. a woman is playing a guitar and singing while another woman plays the guitar.
3122394310,/mnt/adithya/test/3122394310.mp4,a man and a woman are fighting each other in the front yard.,high kick,high kick. a man and a woman are fighting each other in the front yard.
5929534589,/mnt/adithya/test/5929534589.mp4,a person is driving a car across a shallow body of water.,catching or throwing frisbee,catching or throwing frisbee. a person is driving a car across a shallow body of water.
5161932294,/mnt/adithya/test/5161932294.mp4,a man and a woman are in a kitchen cooking together.,cleaning shoes,cleaning shoes. a man and a woman are in a kitchen cooking together.
2637691975,/mnt/adithya/test/2637691975.mp4,a woman is talking to a dog and the dog is shaking her hand.,grooming dog,grooming dog. a woman is talking to a dog and the dog is shaking her hand.
5481728773,/mnt/adithya/test/5481728773.mp4,a woman and a child are mixing cake batter together.,making tea,making tea. a woman and a child are mixing cake batter together.
3628972520,/mnt/adithya/test/3628972520.mp4,a man is walking down the sidewalk with a leaf blower.,egg hunting,egg hunting. a man is walking down the sidewalk with a leaf blower.
4203080888,/mnt/adithya/test/4203080888.mp4,a little girl is playing with a toy and a tv.,folding clothes,folding clothes. a little girl is playing with a toy and a tv.
5969368435,/mnt/adithya/test/5969368435.mp4,a group of people are playing in the snow and one of them falls down.,biking through snow,biking through snow. a group of people are playing in the snow and one of them falls down.
11400037054,/mnt/adithya/test/11400037054.mp4,a woman is speaking to a group of people who are sitting at a table.,testifying,testifying. a woman is speaking to a group of people who are sitting at a table.
4080877621,/mnt/adithya/test/4080877621.mp4,a man and woman are sitting in a train and blowing bubbles with their mouth.,laughing,laughing. a man and woman are sitting in a train and blowing bubbles with their mouth.
6036834934,/mnt/adithya/test/6036834934.mp4,a woman is using a handheld device to massage the feet of another woman.,massaging feet,massaging feet. a woman is using a handheld device to massage the feet of another woman.
2828927371,/mnt/adithya/test/2828927371.mp4,a baby is sitting in a baby seat and is being tickled by a woman.,laughing,laughing. a baby is sitting in a baby seat and is being tickled by a woman.
3487251005,/mnt/adithya/test/3487251005.mp4,a group of people are standing in a room with a microphones.,giving or receiving award,giving or receiving award. a group of people are standing in a room with a microphones.
5460127828,/mnt/adithya/test/5460127828.mp4,a boy and a girl are riding their bikes down a street.,riding scooter,riding scooter. a boy and a girl are riding their bikes down a street.
8132052550,/mnt/adithya/test/8132052550.mp4,two young children are dancing in a living room while a woman talks to them.,tap dancing,tap dancing. two young children are dancing in a living room while a woman talks to them.
6310337188,/mnt/adithya/test/6310337188.mp4,a baby is sitting on a bed and laughing while someone is tickling him.,tickling,tickling. a baby is sitting on a bed and laughing while someone is tickling him.
10149430394,/mnt/adithya/test/10149430394.mp4,a woman is riding a bike down a dirt path while two children are walking behind her.,riding unicycle,riding unicycle. a woman is riding a bike down a dirt path while two children are walking behind her.
2623764605,/mnt/adithya/test/2623764605.mp4,two cats are playing with each other while the cat is on the floor.,shaking hands,shaking hands. two cats are playing with each other while the cat is on the floor.
7975528915,/mnt/adithya/test/7975528915.mp4,a group of people are running and jumping into a river.,catching fish,catching fish. a group of people are running and jumping into a river.
8109777832,/mnt/adithya/test/8109777832.mp4,two women are dancing to music at a restaurant.,kissing,kissing. two women are dancing to music at a restaurant.
2430157408,/mnt/adithya/test/2430157408.mp4,a group of kids are sitting on the floor and playing instruments.,singing,singing. a group of kids are sitting on the floor and playing instruments.
2927365215,/mnt/adithya/test/2927365215.mp4,a toddler is standing in front of a tv and is holding a remote to his ear,brushing hair,brushing hair. a toddler is standing in front of a tv and is holding a remote to his ear
4885355005,/mnt/adithya/test/4885355005.mp4,a person is recording a video of a car and a person is walking down the street.,riding unicycle,riding unicycle. a person is recording a video of a car and a person is walking down the street.
3384417792,/mnt/adithya/test/3384417792.mp4,a little girl is eating a bowl of candy and then she picks up a bowl of candy,eating cake,eating cake. a little girl is eating a bowl of candy and then she picks up a bowl of candy
10864382765,/mnt/adithya/test/10864382765.mp4,a little girl is playing basketball outside on a court.,shooting basketball,shooting basketball. a little girl is playing basketball outside on a court.
2493035685,/mnt/adithya/test/2493035685.mp4,a young girl is on stage singing a song while a man is singing.,beatboxing,beatboxing. a young girl is on stage singing a song while a man is singing.
4397841774,/mnt/adithya/test/4397841774.mp4,a boy is sliding down a snowy hill on a sled.,bobsledding,bobsledding. a boy is sliding down a snowy hill on a sled.
5650793185,/mnt/adithya/test/5650793185.mp4,a man is pushing a child in a swing and the baby is laughing.,pushing cart,pushing cart. a man is pushing a child in a swing and the baby is laughing.
5544695007,/mnt/adithya/test/5544695007.mp4,a baby is sitting in a bouncer and shaking his head no and forth.,sticking tongue out,sticking tongue out. a baby is sitting in a bouncer and shaking his head no and forth.
8614954803,/mnt/adithya/test/8614954803.mp4,a woman is talking to a group of people in a classroom.,testifying,testifying. a woman is talking to a group of people in a classroom.
3546634491,/mnt/adithya/test/3546634491.mp4,a woman is talking and then she puts a jar of salt on a table.,dining,dining. a woman is talking and then she puts a jar of salt on a table.
4389226223,/mnt/adithya/test/4389226223.mp4,a man is holding a baby and the baby is laughing.,laughing,laughing. a man is holding a baby and the baby is laughing.
7526364640,/mnt/adithya/test/7526364640.mp4,a man is playing a violin while a group of children play instruments.,playing drums,playing drums. a man is playing a violin while a group of children play instruments.
3702630327,/mnt/adithya/test/3702630327.mp4,a man is trying to get his boat to the dock but falls off.,catching fish,catching fish. a man is trying to get his boat to the dock but falls off.
4925554355,/mnt/adithya/test/4925554355.mp4,a group of people are walking down a street with a group of people.,walking the dog,walking the dog. a group of people are walking down a street with a group of people.
4242382178,/mnt/adithya/test/4242382178.mp4,a group of people are in a car and they are playing a game with their hands.,texting,texting. a group of people are in a car and they are playing a game with their hands.
6875806550,/mnt/adithya/test/6875806550.mp4,a baby is laying on a man's back and the baby is trying to wake up,laughing,laughing. a baby is laying on a man's back and the baby is trying to wake up
4945866176,/mnt/adithya/test/4945866176.mp4,a little boy is sitting on the floor playing with a remote control.,using computer,using computer. a little boy is sitting on the floor playing with a remote control.
10467727335,/mnt/adithya/test/10467727335.mp4,a man is playing with a baby and the baby is watching.,blowing out candles,blowing out candles. a man is playing with a baby and the baby is watching.
4088558209,/mnt/adithya/test/4088558209.mp4,a girl is on stage performing a dance routine in front of a crowd.,singing,singing. a girl is on stage performing a dance routine in front of a crowd.
6974250690,/mnt/adithya/test/6974250690.mp4,a woman is playing with a baby and the baby is laughing.,reading book,reading book. a woman is playing with a baby and the baby is laughing.
8993709862,/mnt/adithya/test/8993709862.mp4,a man is holding a cell phone while another man is trying to find something.,waxing legs,waxing legs. a man is holding a cell phone while another man is trying to find something.
4979527132,/mnt/adithya/test/4979527132.mp4,two young children are sitting on the floor and are trying to make baskets.,peeling potatoes,peeling potatoes. two young children are sitting on the floor and are trying to make baskets.
4511691550,/mnt/adithya/test/4511691550.mp4,a man is playing with a little girl in the grass and the little girl is hitting a,hitting baseball,hitting baseball. a man is playing with a little girl in the grass and the little girl is hitting a
4657161080,/mnt/adithya/test/4657161080.mp4,a group of people are sitting on stage and playing instruments.,playing clarinet,playing clarinet. a group of people are sitting on stage and playing instruments.
7158973140,/mnt/adithya/test/7158973140.mp4,a baby is laying on the floor and is trying to get a toy.,baby waking up,baby waking up. a baby is laying on the floor and is trying to get a toy.
6781937922,/mnt/adithya/test/6781937922.mp4,a group of people are looking at a mobile phone and talking.,tasting food,tasting food. a group of people are looking at a mobile phone and talking.
6292691001,/mnt/adithya/test/6292691001.mp4,a woman and a young boy are running around a room and a woman is running around a,opening present,opening present. a woman and a young boy are running around a room and a woman is running around a
8283116453,/mnt/adithya/test/8283116453.mp4,a boy is playing a saxophone while a girl is playing the saxophone.,playing trumpet,playing trumpet. a boy is playing a saxophone while a girl is playing the saxophone.
5344242564,/mnt/adithya/test/5344242564.mp4,a person is riding a four wheeler through a creek.,motorcycling,motorcycling. a person is riding a four wheeler through a creek.
3336623732,/mnt/adithya/test/3336623732.mp4,a baby is sitting in a playpen and is trying to get his attention.,blowing nose,blowing nose. a baby is sitting in a playpen and is trying to get his attention.
7533206274,/mnt/adithya/test/7533206274.mp4,a woman is holding a baby while she is holding a plate and the baby is playing with,catching or throwing frisbee,catching or throwing frisbee. a woman is holding a baby while she is holding a plate and the baby is playing with
5362528947,/mnt/adithya/test/5362528947.mp4,a man is riding a snowmobile down a snowy mountain.,biking through snow,biking through snow. a man is riding a snowmobile down a snowy mountain.
5772591393,/mnt/adithya/test/5772591393.mp4,a dog is sitting on a couch and a man is sitting next to him and a dog,yawning,yawning. a dog is sitting on a couch and a man is sitting next to him and a dog
5263448487,/mnt/adithya/test/5263448487.mp4,a group of indian musicians play music on the ground.,playing flute,playing flute. a group of indian musicians play music on the ground.
5410541521,/mnt/adithya/test/5410541521.mp4,a skier is skiing down a hill in a competition.,skiing (not slalom or crosscountry),skiing (not slalom or crosscountry). a skier is skiing down a hill in a competition.
6128079946,/mnt/adithya/test/6128079946.mp4,a man and woman are having a conversation about a conference.,applying cream,applying cream. a man and woman are having a conversation about a conference.
2774457371,/mnt/adithya/test/2774457371.mp4,a cat is being washed in the sink while a person is running water on the sink.,washing dishes,washing dishes. a cat is being washed in the sink while a person is running water on the sink.
2402178262,/mnt/adithya/test/2402178262.mp4,"two men are playing a game of rock, paper, scissors.",headbutting,"headbutting. two men are playing a game of rock, paper, scissors."
4730872402,/mnt/adithya/test/4730872402.mp4,a woman is holding a baby and the baby is yawning.,crying,crying. a woman is holding a baby and the baby is yawning.
2976061023,/mnt/adithya/test/2976061023.mp4,a group of people are dancing around in a tent.,swing dancing,swing dancing. a group of people are dancing around in a tent.
5292396210,/mnt/adithya/test/5292396210.mp4,a group of people are standing in a line and they are doing the macarena.,dancing gangnam style,dancing gangnam style. a group of people are standing in a line and they are doing the macarena.
