video_id,video_path,caption,result1,action_caption,video_frames
5396384503,/mnt/adithya/test/5396384503.mp4,a person is feeding a bird in a tank with a bird in his hand.,feeding birds,feeding birds. a person is feeding a bird in a tank with a bird in his hand.,"[0, 0, 0, 0, 0, 1, 1, 1, 2, 3, 4, 5, 6, 7, 8, 10]"
7477913592,/mnt/adithya/test/7477913592.mp4,a woman is laughing and laughing while she is eating a cheeseburger.,tasting food,tasting food. a woman is laughing and laughing while she is eating a cheeseburger.,"[0, 2, 3, 4, 6, 8, 12, 13, 38, 38, 38, 38, 39, 39, 39, 40]"
3598384046,/mnt/adithya/test/3598384046.mp4,a baby is playing with a baby in a playpen.,laughing,laughing. a baby is playing with a baby in a playpen.,"[1, 3, 4, 7, 9, 12, 15, 16, 40, 41, 46, 48, 50, 59, 60, 63]"
5278952446,/mnt/adithya/test/5278952446.mp4,a little boy is standing on a bed and petting a dog.,shaking hands,shaking hands. a little boy is standing on a bed and petting a dog.,"[0, 1, 2, 3, 4, 5, 6, 7, 11, 11, 12, 12, 12, 13, 13, 13]"
7530953680,/mnt/adithya/test/7530953680.mp4,a man is talking to a camera and then a boat is shown.,sailing,sailing. a man is talking to a camera and then a boat is shown.,"[0, 1, 2, 3, 4, 5, 5, 6, 7, 8, 9, 10, 10, 12, 12, 16]"
5550305641,/mnt/adithya/test/5550305641.mp4,a little boy is riding his bike down a sidewalk.,riding a bike,riding a bike. a little boy is riding his bike down a sidewalk.,"[0, 1, 4, 7, 9, 15, 17, 18, 43, 44, 45, 48, 50, 52, 54, 62]"
7149839527,/mnt/adithya/test/7149839527.mp4,a little boy is sitting on a couch and a woman is talking to him.,sticking tongue out,sticking tongue out. a little boy is sitting on a couch and a woman is talking to him.,"[0, 1, 3, 4, 5, 7, 8, 11, 19, 20, 20, 22, 34, 34, 36, 36]"
8105331297,/mnt/adithya/test/8105331297.mp4,a baby is sitting on a piano and a woman is playing the piano.,playing keyboard,playing keyboard. a baby is sitting on a piano and a woman is playing the piano.,"[0, 2, 3, 4, 6, 7, 8, 10, 15, 17, 19, 19, 20, 21, 23, 24]"
4688206546,/mnt/adithya/test/4688206546.mp4,a young girl is swinging on a rope and then she hangs upside down.,climbing a rope,climbing a rope. a young girl is swinging on a rope and then she hangs upside down.,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 10, 10, 11, 12, 13, 14]"
3571539122,/mnt/adithya/test/3571539122.mp4,a group of people are on stage performing a dance routine.,salsa dancing,salsa dancing. a group of people are on stage performing a dance routine.,"[0, 1, 2, 3, 4, 5, 5, 6, 6, 7, 8, 8, 9, 10, 11, 12]"
7712814656,/mnt/adithya/test/7712814656.mp4,a little girl is pushing a toy car with a woman in it.,pushing cart,pushing cart. a little girl is pushing a toy car with a woman in it.,"[0, 1, 2, 3, 4, 5, 7, 8, 24, 24, 24, 26, 27, 27, 31, 31]"
7344039494,/mnt/adithya/test/7344039494.mp4,a man and woman are dancing to music in a restaurant.,giving or receiving award,giving or receiving award. a man and woman are dancing to music in a restaurant.,"[0, 1, 2, 3, 4, 5, 6, 11, 13, 13, 14, 15, 15, 16, 18, 19]"
9023339404,/mnt/adithya/test/9023339404.mp4,a group of people are riding on the back of an elephant.,riding camel,riding camel. a group of people are riding on the back of an elephant.,"[0, 1, 3, 6, 8, 9, 15, 16, 49, 52, 52, 55, 57, 58, 60, 61]"
6620044377,/mnt/adithya/test/6620044377.mp4,a baby is playing with a man and the baby is trying to get him to hug.,tickling,tickling. a baby is playing with a man and the baby is trying to get him to hug.,"[0, 1, 2, 3, 4, 4, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]"
2982867777,/mnt/adithya/test/2982867777.mp4,a woman is sitting on a couch and holding a dog in her hand and she is talking,singing,singing. a woman is sitting on a couch and holding a dog in her hand and she is talking,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 9, 10, 11, 14, 17, 18, 20]"
9737743904,/mnt/adithya/test/9737743904.mp4,a group of toddlers play with a ball in a pool.,crawling baby,crawling baby. a group of toddlers play with a ball in a pool.,"[0, 1, 4, 6, 10, 11, 12, 13, 34, 34, 35, 41, 41, 45, 47, 49]"
4321131597,/mnt/adithya/test/4321131597.mp4,a group of people are celebrating a birthday party and a boy blows out candles on a cake,celebrating,celebrating. a group of people are celebrating a birthday party and a boy blows out candles on a cake,"[2, 9, 12, 14, 16, 18, 20, 22, 63, 65, 70, 74, 76, 77, 77, 79]"
2583300764,/mnt/adithya/test/2583300764.mp4,two people are jumping off a ladder to a deck.,tango dancing,tango dancing. two people are jumping off a ladder to a deck.,"[0, 1, 2, 3, 4, 5, 6, 8, 14, 15, 15, 15, 16, 17, 17, 17]"
6004462245,/mnt/adithya/test/6004462245.mp4,a toddler picks up a apple and puts it in a basket.,picking fruit,picking fruit. a toddler picks up a apple and puts it in a basket.,"[0, 1, 3, 4, 5, 14, 15, 17, 65, 66, 66, 68, 68, 71, 72, 76]"
8666744695,/mnt/adithya/test/8666744695.mp4,two little kids are playing with a dog and the dog is barking.,petting animal (not cat),petting animal (not cat). two little kids are playing with a dog and the dog is barking.,"[0, 1, 2, 3, 4, 5, 6, 6, 6, 7, 8, 9, 10, 11, 12, 13]"
13887487955,/mnt/adithya/test/13887487955.mp4,a construction site is being used to dig a large pile of dirt.,welding,welding. a construction site is being used to dig a large pile of dirt.,"[0, 4, 5, 7, 8, 9, 10, 13, 37, 38, 44, 44, 46, 46, 48, 49]"
8507883824,/mnt/adithya/test/8507883824.mp4,a man and a young boy are riding in a toy car.,pushing cart,pushing cart. a man and a young boy are riding in a toy car.,"[0, 1, 2, 4, 5, 6, 9, 10, 32, 33, 37, 39, 40, 43, 44, 45]"
3812429626,/mnt/adithya/test/3812429626.mp4,a group of people are walking down a trail in a wooded area.,archery,archery. a group of people are walking down a trail in a wooded area.,"[0, 2, 3, 4, 5, 6, 7, 9, 12, 13, 13, 14, 15, 16, 17, 19]"
4405746537,/mnt/adithya/test/4405746537.mp4,a little girl is opening a present while a man is helping her.,wrapping present,wrapping present. a little girl is opening a present while a man is helping her.,"[4, 5, 8, 9, 14, 17, 21, 22, 48, 51, 54, 59, 60, 62, 65, 70]"
2406887888,/mnt/adithya/test/2406887888.mp4,a baby is crawling on the floor and a cat is running around.,crawling baby,crawling baby. a baby is crawling on the floor and a cat is running around.,"[4, 7, 9, 12, 15, 16, 18, 20, 55, 58, 58, 62, 66, 67, 71, 77]"
3521537861,/mnt/adithya/test/3521537861.mp4,a group of people are outside and they are cooking on a grill.,archery,archery. a group of people are outside and they are cooking on a grill.,"[1, 5, 6, 8, 11, 17, 19, 22, 32, 35, 41, 42, 43, 46, 46, 47]"
4293949179,/mnt/adithya/test/4293949179.mp4,a woman is holding a baby in her arms and the baby is holding.,playing trumpet,playing trumpet. a woman is holding a baby in her arms and the baby is holding.,"[0, 1, 2, 3, 3, 4, 4, 4, 5, 6, 6, 7, 8, 9]"
3360208610,/mnt/adithya/test/3360208610.mp4,a woman is teaching a young boy how to shoot a basketball.,shooting basketball,shooting basketball. a woman is teaching a young boy how to shoot a basketball.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 9, 9, 9, 9, 10, 10]"
5131508387,/mnt/adithya/test/5131508387.mp4,a cat is playing with a remote control and a cat is playing with it.,shaking hands,shaking hands. a cat is playing with a remote control and a cat is playing with it.,"[1, 6, 7, 9, 10, 11, 14, 15, 31, 32, 35, 36, 38, 38, 46, 50]"
5999090287,/mnt/adithya/test/5999090287.mp4,a group of people are dancing in a field while a woman is talking to them.,egg hunting,egg hunting. a group of people are dancing in a field while a woman is talking to them.,"[0, 1, 2, 3, 6, 7, 8, 9, 23, 24, 24, 24, 25, 26, 29, 30]"
8105743251,/mnt/adithya/test/8105743251.mp4,a dog is sitting at a table and a man is looking at a newspaper.,shaking hands,shaking hands. a dog is sitting at a table and a man is looking at a newspaper.,"[0, 1, 2, 3, 4, 5, 6, 6, 7, 7, 8, 9, 9, 10, 11, 15]"
3747923836,/mnt/adithya/test/3747923836.mp4,a group of people are on a dock and one man is trying to get a ramp off,water skiing,water skiing. a group of people are on a dock and one man is trying to get a ramp off,"[0, 1, 2, 3, 4, 5, 6, 7, 12, 13, 14, 15, 16, 17, 18, 18]"
8666185192,/mnt/adithya/test/8666185192.mp4,a young boy is hitting a baseball on a tee.,playing cricket,playing cricket. a young boy is hitting a baseball on a tee.,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 9, 10, 10, 11, 11, 12, 12]"
6516498145,/mnt/adithya/test/6516498145.mp4,a little girl is sitting on a couch and playing with a paper.,brushing hair,brushing hair. a little girl is sitting on a couch and playing with a paper.,"[0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 11, 11, 12, 12, 13, 13]"
4039239344,/mnt/adithya/test/4039239344.mp4,a person is feeding a duck in the water with a bird.,feeding fish,feeding fish. a person is feeding a duck in the water with a bird.,"[0, 1, 2, 3, 4, 5, 6, 6, 7, 8, 8, 9, 9, 9, 10, 11]"
3210170020,/mnt/adithya/test/3210170020.mp4,a boy and a girl are playing with a toy swords.,air drumming,air drumming. a boy and a girl are playing with a toy swords.,"[1, 3, 4, 5, 8, 9, 10, 11, 27, 28, 28, 29, 31, 33, 36, 38]"
5475182274,/mnt/adithya/test/5475182274.mp4,a baby is sitting on the floor and playing with a toy and a man is talking to,shaking head,shaking head. a baby is sitting on the floor and playing with a toy and a man is talking to,"[0, 1, 3, 4, 5, 7, 8, 12, 34, 35, 37, 40, 41, 41, 43, 46]"
8857007026,/mnt/adithya/test/8857007026.mp4,a group of people are trying to get a boat out of a lake.,catching fish,catching fish. a group of people are trying to get a boat out of a lake.,"[3, 4, 5, 7, 11, 14, 17, 18, 28, 29, 30, 31, 31, 32, 32, 32]"
2502947328,/mnt/adithya/test/2502947328.mp4,a person is driving a car and then he drives off the car.,driving car,driving car. a person is driving a car and then he drives off the car.,"[0, 1, 2, 3, 4, 5, 6, 7, 12, 13, 13, 15, 15, 18, 20, 21]"
3608098943,/mnt/adithya/test/3608098943.mp4,a group of people are sitting around a table and talking and talking.,sniffing,sniffing. a group of people are sitting around a table and talking and talking.,"[0, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 8, 9, 10, 11]"
3804458046,/mnt/adithya/test/3804458046.mp4,a group of men are opening wine bottles and talking.,giving or receiving award,giving or receiving award. a group of men are opening wine bottles and talking.,"[2, 3, 4, 5, 6, 8, 9, 10, 32, 34, 35, 37, 42, 42, 43, 45]"
2836465095,/mnt/adithya/test/2836465095.mp4,a woman is singing on stage while a man is singing into a microphone.,beatboxing,beatboxing. a woman is singing on stage while a man is singing into a microphone.,"[0, 1, 2, 4, 5, 6, 7, 8, 37, 37, 38, 38, 38, 38, 39, 39]"
2657975235,/mnt/adithya/test/2657975235.mp4,a man is sitting in a chair and another man is sitting in a chair and he is,opening bottle,opening bottle. a man is sitting in a chair and another man is sitting in a chair and he is,"[0, 0, 0, 0, 1, 2, 2, 2, 2, 3, 4, 5, 6, 7, 8, 11]"
3740849151,/mnt/adithya/test/3740849151.mp4,a woman is holding a baby and the baby is playing with her.,shaking hands,shaking hands. a woman is holding a baby and the baby is playing with her.,"[0, 1, 2, 3, 4, 5, 7, 9, 14, 14, 14, 15, 16, 16, 16, 16]"
5372042516,/mnt/adithya/test/5372042516.mp4,a little girl blows out candles on a birthday cake while a boy blows out the candles.,eating cake,eating cake. a little girl blows out candles on a birthday cake while a boy blows out the candles.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 8, 9, 9, 9, 10, 11, 12]"
3060640279,/mnt/adithya/test/3060640279.mp4,a baby is sitting in a chair and eating a piece of food.,laughing,laughing. a baby is sitting in a chair and eating a piece of food.,"[0, 1, 2, 3, 4, 5, 6, 12, 19, 19, 19, 19, 20, 20, 22, 22]"
4081746317,/mnt/adithya/test/4081746317.mp4,a man jumps off a cliff into the water below another man.,water sliding,water sliding. a man jumps off a cliff into the water below another man.,"[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 12, 13, 13, 13, 15]"
3623844354,/mnt/adithya/test/3623844354.mp4,a man is on stage singing and playing a guitar and singing.,singing,singing. a man is on stage singing and playing a guitar and singing.,"[0, 2, 7, 12, 14, 18, 19, 22, 25, 27, 34, 37, 44, 45, 50, 52]"
4060545487,/mnt/adithya/test/4060545487.mp4,a boy is riding a horse and a man is walking beside him.,riding mule,riding mule. a boy is riding a horse and a man is walking beside him.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 8, 8, 8, 8, 9, 11, 11]"
5028143031,/mnt/adithya/test/5028143031.mp4,a boy is riding a skateboard and then falls down.,bandaging,bandaging. a boy is riding a skateboard and then falls down.,"[0, 1, 2, 5, 8, 10, 11, 12, 39, 41, 43, 44, 45, 49, 49, 51]"
6996441724,/mnt/adithya/test/6996441724.mp4,a woman and a boy are sitting in a car and the woman is reading a book to,texting,texting. a woman and a boy are sitting in a car and the woman is reading a book to,"[0, 1, 3, 7, 8, 11, 13, 15, 34, 36, 37, 40, 43, 43, 43, 49]"
5012237466,/mnt/adithya/test/5012237466.mp4,a little boy is playing with water and water in a water fountain.,washing hands,washing hands. a little boy is playing with water and water in a water fountain.,"[0, 3, 6, 7, 8, 9, 10, 11, 12, 12, 20, 21, 22, 23, 24, 25]"
5183812946,/mnt/adithya/test/5183812946.mp4,a little girl is brushing her teeth in the bathroom while her sister watches.,washing hands,washing hands. a little girl is brushing her teeth in the bathroom while her sister watches.,"[1, 4, 5, 8, 9, 10, 11, 12, 32, 32, 37, 37, 38, 38, 39, 39]"
13482206704,/mnt/adithya/test/13482206704.mp4,a little girl is blowing out candles on a birthday cake.,celebrating,celebrating. a little girl is blowing out candles on a birthday cake.,"[0, 1, 2, 3, 4, 5, 6, 8, 20, 20, 21, 21, 21, 22, 22, 22]"
8686938112,/mnt/adithya/test/8686938112.mp4,a group of people are racing on a dirt track.,driving car,driving car. a group of people are racing on a dirt track.,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 9, 9, 10, 10, 10, 11, 11]"
4135845237,/mnt/adithya/test/4135845237.mp4,a little girl runs down a sidewalk and then turns around and runs.,hopscotch,hopscotch. a little girl runs down a sidewalk and then turns around and runs.,"[0, 1, 3, 4, 6, 9, 10, 11, 23, 23, 24, 27, 27, 29, 29, 30]"
10128261054,/mnt/adithya/test/10128261054.mp4,two people are fencing in a gym while others watch.,capoeira,capoeira. two people are fencing in a gym while others watch.,"[0, 1, 2, 3, 3, 4, 5, 5, 5, 6, 7, 8, 9, 10, 11, 14]"
2786223802,/mnt/adithya/test/2786223802.mp4,a woman is showing a little girl how to clean the sidewalk.,watering plants,watering plants. a woman is showing a little girl how to clean the sidewalk.,"[0, 1, 2, 3, 4, 5, 6, 7, 7, 8, 8, 9, 9, 9, 9, 10]"
3228132498,/mnt/adithya/test/3228132498.mp4,a man is on stage and hugs a woman in a wedding dress.,tango dancing,tango dancing. a man is on stage and hugs a woman in a wedding dress.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 16, 16, 18, 19, 20]"
7011018565,/mnt/adithya/test/7011018565.mp4,a man is walking with a dog and then gives him a treat.,cutting nails,cutting nails. a man is walking with a dog and then gives him a treat.,"[0, 1, 2, 6, 7, 10, 15, 16, 48, 48, 52, 53, 53, 53, 59, 60]"
8617869131,/mnt/adithya/test/8617869131.mp4,a man is riding a horse and a little boy is riding on the back of the horse,riding camel,riding camel. a man is riding a horse and a little boy is riding on the back of the horse,"[0, 1, 2, 3, 4, 5, 6, 6, 7, 8, 9, 10, 10, 10, 11, 14]"
3473395949,/mnt/adithya/test/3473395949.mp4,a person is riding a go cart on a track.,driving car,driving car. a person is riding a go cart on a track.,"[0, 1, 2, 3, 4, 5, 6, 7, 14, 17, 18, 18, 21, 21, 22, 22]"
8674344665,/mnt/adithya/test/8674344665.mp4,a man is sitting on top of an alligator and is pulling it's mouth.,catching fish,catching fish. a man is sitting on top of an alligator and is pulling it's mouth.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 10, 11, 11, 11, 12, 12]"
5188348585,/mnt/adithya/test/5188348585.mp4,a man is pouring a drink into a glass and then pouring it into a glass.,shuffling cards,shuffling cards. a man is pouring a drink into a glass and then pouring it into a glass.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 14, 18]"
6764465247,/mnt/adithya/test/6764465247.mp4,a man and woman are sitting down and talking to each other.,auctioning,auctioning. a man and woman are sitting down and talking to each other.,"[1, 2, 3, 6, 8, 18, 19, 20, 56, 57, 57, 58, 58, 59, 61, 62]"
8469860079,/mnt/adithya/test/8469860079.mp4,a group of people are dancing in a gym with a group of people.,country line dancing,country line dancing. a group of people are dancing in a gym with a group of people.,"[1, 2, 3, 5, 6, 8, 10, 11, 12, 13, 14, 17, 17, 18, 20, 24]"
12753577835,/mnt/adithya/test/12753577835.mp4,a little boy is playing with a ball and a little boy is throwing it to a boy,passing American football (not in game),passing American football (not in game). a little boy is playing with a ball and a little boy is throwing it to a boy,"[0, 1, 3, 4, 5, 6, 7, 8, 27, 28, 28, 29, 31, 33, 33, 33]"
9231896269,/mnt/adithya/test/9231896269.mp4,a man is holding a little boy and the baby is dancing.,carrying baby,carrying baby. a man is holding a little boy and the baby is dancing.,"[0, 1, 2, 3, 4, 5, 5, 5, 5, 6, 6, 6, 6, 7, 8, 10]"
2569826147,/mnt/adithya/test/2569826147.mp4,two cats are sitting on the ground and one of them is petting the cat.,shaking hands,shaking hands. two cats are sitting on the ground and one of them is petting the cat.,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 10, 11, 12, 13, 13, 13]"
8501394817,/mnt/adithya/test/8501394817.mp4,a young boy is playing basketball in his driveway and he is making a basket.,shooting basketball,shooting basketball. a young boy is playing basketball in his driveway and he is making a basket.,"[0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5791729526,/mnt/adithya/test/5791729526.mp4,a woman is sitting on a couch and a man is talking to her.,playing harmonica,playing harmonica. a woman is sitting on a couch and a man is talking to her.,"[1, 2, 3, 5, 8, 15, 16, 19, 36, 37, 37, 38, 43, 46, 49, 55]"
3739867574,/mnt/adithya/test/3739867574.mp4,a group of people are playing music on a stage.,playing bass guitar,playing bass guitar. a group of people are playing music on a stage.,"[0, 6, 8, 9, 12, 14, 16, 17, 52, 53, 55, 61, 62, 63, 64, 64]"
2411633466,/mnt/adithya/test/2411633466.mp4,a group of people are working on a tire and then a man is talking about it.,changing wheel,changing wheel. a group of people are working on a tire and then a man is talking about it.,"[0, 1, 2, 2, 2, 3, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13]"
3381602382,/mnt/adithya/test/3381602382.mp4,a little girl is helping a little girl to open a gift.,wrapping present,wrapping present. a little girl is helping a little girl to open a gift.,"[0, 1, 2, 5, 7, 12, 16, 18, 25, 44, 45, 48, 49, 50, 53, 55]"
3093095651,/mnt/adithya/test/3093095651.mp4,a man is dancing in a room with other people around him.,headbanging,headbanging. a man is dancing in a room with other people around him.,"[0, 1, 2, 3, 4, 5, 5, 6, 6, 6, 6, 7, 8, 9, 10, 15]"
4440716971,/mnt/adithya/test/4440716971.mp4,a man is playing a guitar and another man is playing the guitar.,playing guitar,playing guitar. a man is playing a guitar and another man is playing the guitar.,"[0, 2, 4, 5, 8, 10, 11, 12, 33, 35, 37, 39, 39, 41, 41, 42]"
3516935615,/mnt/adithya/test/3516935615.mp4,a person is showing how they play with a dog on a bed.,sticking tongue out,sticking tongue out. a person is showing how they play with a dog on a bed.,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 9, 9, 11, 12, 14, 14, 18]"
2458544634,/mnt/adithya/test/2458544634.mp4,a young boy is walking in the water with his dog.,ice fishing,ice fishing. a young boy is walking in the water with his dog.,"[1, 3, 5, 6, 7, 8, 10, 12, 32, 33, 33, 33, 36, 36, 37, 41]"
3089060111,/mnt/adithya/test/3089060111.mp4,a baby is playing with a toy and then he picks up a toy.,playing keyboard,playing keyboard. a baby is playing with a toy and then he picks up a toy.,"[0, 1, 2, 3, 4, 5, 6, 7, 18, 19, 19, 21, 21, 21, 22, 22]"
4123808525,/mnt/adithya/test/4123808525.mp4,a young boy is getting a haircut while a woman is talking to him.,shaving head,shaving head. a young boy is getting a haircut while a woman is talking to him.,"[0, 1, 2, 3, 4, 5, 5, 6, 6, 6, 7, 8, 9, 12, 13, 14]"
4289404873,/mnt/adithya/test/4289404873.mp4,a group of people are hiking through a rocky terrain.,crossing river,crossing river. a group of people are hiking through a rocky terrain.,"[0, 1, 2, 4, 5, 7, 8, 10, 19, 19, 19, 19, 20, 20, 20, 21]"
5602364659,/mnt/adithya/test/5602364659.mp4,a woman is sitting on the floor and a boy is sitting on the floor and the boy,playing monopoly,playing monopoly. a woman is sitting on the floor and a boy is sitting on the floor and the boy,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 22]"
4124400853,/mnt/adithya/test/4124400853.mp4,a woman is holding a baby and the baby is crying.,laughing,laughing. a woman is holding a baby and the baby is crying.,"[3, 4, 6, 7, 9, 10, 11, 13, 25, 26, 27, 31, 31, 32, 33, 34]"
9214485291,/mnt/adithya/test/9214485291.mp4,a baby is sitting on a bed playing with a toy and then picks up a sippy,playing xylophone,playing xylophone. a baby is sitting on a bed playing with a toy and then picks up a sippy,"[0, 7, 10, 11, 12, 13, 14, 16, 36, 38, 43, 44, 47, 48, 50, 50]"
6237913346,/mnt/adithya/test/6237913346.mp4,two little girls are sitting on a bed and one of them is rubbing the other's,crying,crying. two little girls are sitting on a bed and one of them is rubbing the other's,"[1, 2, 3, 6, 9, 10, 11, 12, 34, 34, 34, 35, 36, 37, 37, 41]"
5728924013,/mnt/adithya/test/5728924013.mp4,a baby is playing with a doll and then a little girl is playing with it.,ripping paper,ripping paper. a baby is playing with a doll and then a little girl is playing with it.,"[2, 3, 4, 6, 7, 12, 14, 18, 57, 66, 66, 69, 70, 75, 76, 76]"
5579224246,/mnt/adithya/test/5579224246.mp4,a little boy is spreading peanut butter on a sandwich and then he puts some peanut butter on,smoking,smoking. a little boy is spreading peanut butter on a sandwich and then he puts some peanut butter on,"[4, 5, 8, 10, 12, 13, 15, 20, 62, 65, 67, 70, 70, 74, 76, 83]"
3020343223,/mnt/adithya/test/3020343223.mp4,a group of people are playing instruments and singing on stage.,playing harmonica,playing harmonica. a group of people are playing instruments and singing on stage.,"[0, 1, 3, 4, 5, 6, 7, 9, 20, 21, 24, 24, 28, 28, 29, 33]"
7564333634,/mnt/adithya/test/7564333634.mp4,a group of people are dancing together in a public area.,zumba,zumba. a group of people are dancing together in a public area.,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 10, 10, 11, 11, 11, 11]"
4784858772,/mnt/adithya/test/4784858772.mp4,a group of people are on stage and they are acting like a play.,belly dancing,belly dancing. a group of people are on stage and they are acting like a play.,"[0, 1, 2, 3, 4, 5, 6, 11, 13, 15, 15, 16, 16, 17, 17, 17]"
3540508501,/mnt/adithya/test/3540508501.mp4,a man is holding a toy gun and then he turns to a woman who is holding.,throwing axe,throwing axe. a man is holding a toy gun and then he turns to a woman who is holding.,"[0, 1, 2, 5, 6, 7, 8, 11, 11, 13, 18, 24, 25, 28, 29, 31]"
9132487788,/mnt/adithya/test/9132487788.mp4,three men are outside and one is playing with a plastic bag.,busking,busking. three men are outside and one is playing with a plastic bag.,"[1, 5, 6, 7, 10, 13, 14, 15, 19, 23, 24, 25, 26, 26, 27, 34]"
3561135916,/mnt/adithya/test/3561135916.mp4,a little girl is sitting at a table and blowing out candles on a cake.,eating cake,eating cake. a little girl is sitting at a table and blowing out candles on a cake.,"[0, 2, 3, 6, 7, 8, 10, 11, 13, 15, 16, 17, 18, 21, 22, 22]"
8140301969,/mnt/adithya/test/8140301969.mp4,a little boy is wearing a helmet and is dancing to music.,curling hair,curling hair. a little boy is wearing a helmet and is dancing to music.,"[3, 5, 7, 9, 10, 15, 16, 17, 43, 44, 44, 45, 47, 47, 49, 49]"
4220559457,/mnt/adithya/test/4220559457.mp4,a dog is lying on the floor and a woman is talking to her.,moving furniture,moving furniture. a dog is lying on the floor and a woman is talking to her.,"[3, 5, 6, 7, 8, 10, 11, 12, 28, 28, 31, 32, 34, 35, 36, 37]"
2818950014,/mnt/adithya/test/2818950014.mp4,a group of people are sitting around a table eating hot dogs.,eating hotdog,eating hotdog. a group of people are sitting around a table eating hot dogs.,"[0, 1, 2, 3, 4, 5, 6, 12, 17, 18, 19, 20, 20, 20, 21, 21]"
6653111897,/mnt/adithya/test/6653111897.mp4,a baby is sitting in a play chair and is clapping her hands.,tying knot (not on a tie),tying knot (not on a tie). a baby is sitting in a play chair and is clapping her hands.,"[5, 7, 9, 12, 13, 14, 19, 20, 47, 48, 49, 51, 58, 60, 64, 66]"
3064389881,/mnt/adithya/test/3064389881.mp4,a baby is being held up by a man and he is bouncing on a large ball.,throwing ball,throwing ball. a baby is being held up by a man and he is bouncing on a large ball.,"[0, 1, 2, 3, 4, 5, 6, 12, 17, 18, 20, 20, 21, 21, 21, 23]"
2757193865,/mnt/adithya/test/2757193865.mp4,a group of people are watching a truck lift up a truck.,garbage collecting,garbage collecting. a group of people are watching a truck lift up a truck.,"[1, 2, 3, 6, 7, 9, 10, 12, 31, 31, 33, 33, 33, 35, 35, 37]"
6699885319,/mnt/adithya/test/6699885319.mp4,a man is riding a skateboard down a street and then he is riding a skateboard,hoverboarding,hoverboarding. a man is riding a skateboard down a street and then he is riding a skateboard,"[0, 1, 2, 2, 3, 3, 3, 4, 5, 5, 5, 6, 7, 8, 9, 10]"
3932142423,/mnt/adithya/test/3932142423.mp4,a little girl is dancing in a room and then a man comes up to her.,singing,singing. a little girl is dancing in a room and then a man comes up to her.,"[2, 11, 13, 15, 16, 18, 20, 21, 24, 25, 26, 27, 29, 31, 33, 37]"
3765087719,/mnt/adithya/test/3765087719.mp4,a woman is playing a guitar and singing while another woman plays the guitar.,playing guitar,playing guitar. a woman is playing a guitar and singing while another woman plays the guitar.,"[0, 1, 3, 10, 13, 16, 17, 20, 48, 48, 48, 49, 49, 50, 51, 51]"
3122394310,/mnt/adithya/test/3122394310.mp4,a man and a woman are fighting each other in the front yard.,high kick,high kick. a man and a woman are fighting each other in the front yard.,"[0, 2, 5, 6, 7, 8, 9, 10, 25, 25, 26, 26, 28, 31, 32, 33]"
5929534589,/mnt/adithya/test/5929534589.mp4,a person is driving a car across a shallow body of water.,catching or throwing frisbee,catching or throwing frisbee. a person is driving a car across a shallow body of water.,"[0, 1, 2, 3, 4, 5, 6, 6, 6, 6, 7, 8, 9, 9, 10, 10]"
5161932294,/mnt/adithya/test/5161932294.mp4,a man and a woman are in a kitchen cooking together.,cleaning shoes,cleaning shoes. a man and a woman are in a kitchen cooking together.,"[1, 8, 9, 10, 12, 15, 16, 17, 29, 30, 33, 36, 38, 40, 42, 44]"
2637691975,/mnt/adithya/test/2637691975.mp4,a woman is talking to a dog and the dog is shaking her hand.,grooming dog,grooming dog. a woman is talking to a dog and the dog is shaking her hand.,"[0, 1, 2, 3, 4, 5, 6, 6, 6, 6, 7, 8, 9, 10, 10, 11]"
5481728773,/mnt/adithya/test/5481728773.mp4,a woman and a child are mixing cake batter together.,making tea,making tea. a woman and a child are mixing cake batter together.,"[0, 1, 2, 3, 4, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15]"
3628972520,/mnt/adithya/test/3628972520.mp4,a man is walking down the sidewalk with a leaf blower.,egg hunting,egg hunting. a man is walking down the sidewalk with a leaf blower.,"[0, 1, 2, 2, 2, 2, 3, 3, 4, 5, 6, 7, 8, 9, 10, 12]"
